_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating,gold_labels
297,349,69,American Gods Volume 1,19.49,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1506703860,,Dark Horse Books ,English,7 x 1 x 10.5 inches,2.2 pounds,5.0,American Gods,20.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Gaiman, Neil",2059889,541.0,HarperCollins,English,9.00 x 6.25 x 1.25 Inches,,,0
301,351,287,Aftermath,8.99,Books > Literature & Fiction > Genre Fiction,Chuck Wendig,1101885920,432.0,Del Rey; Reissue edition ,English,4.2 x 1 x 7.5 inches,8 ounces,2.9,AFTERMATH,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 14539 >  > in > Books > # > 731 >  > in > Books > ARCHIVE > # > 72 >  > in > Books > ARCHIVE > Literature & Fiction,"WENDIG, CHUCK",1885928,432.0,Random House,English,7.50 x 4.25 x 1.00 Inches,,5.0,1
304,352,738,A Discovery of Witches All Souls Trilogy,12.8,Books > Literature & Fiction > Genre Fiction,Deborah Harkness,143119680,579.0,Penguin Books; 1st edition ,English,5.5 x 1.3 x 8.5 inches,1 pounds,4.3,A Discovery of Witches ,12.8,Books > Literature & Fiction > Fiction > Occult & Supernatural > Best seller ranking: > # > 8967 >  > in > Books > # > 813 >  > in > Books > Literature & Fiction > # > 51 >  > in > Books > Literature & Fiction > Science Fiction,Deborah Harkness,3119681,592.0,Penguin BooksPenguin Publishing Group,English,8.40 x 5.45 x 1.20 Inches (US),,5.0,0
309,373,1259,A Stranger in the House Hardcover ,14.65,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Shari Lapena,073522112X,,Pamela Dorman Books ,English,6.3 x 1.1 x 9.3 inches,1.2 pounds,4.1,A Stranger in the House,14.65,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",Shari Lapena,073522112X,320.0,Penguin Publishing GroupPamela Dorman Books,English,,,,1
320,387,1765,The Last Command Star Wars,7.7,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553564927,467.0,Bantam; 1st edition ,English,4.2 x 1.1 x 6.9 inches,9.6 ounces,4.7,THRAWN (STAR WARS),9.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"ZAHN, TIMOTHY",1101967021,496.0,,,,,,0
323,390,775,Kindred,16.96,Books > Literature & Fiction > United States,Damian Duffy Octavia E. ButlerJohn Jennings,141970947X,,Abrams ComicArts ,English,7 x 0.9 x 9.9 inches,2.5 pounds,4.4,Kindred,12.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 9345 >  > in > Books > # > 856 >  > in > Books > Literature & Fiction > # > 55 >  > in > Books > Literature & Fiction > Science Fiction,"Butler, Octavia E.",7083696,499.0,Random House Inc,English,8.00 x 5.50 x 1.00 Inches,,5.0,0
324,390,797,Kindred,16.96,Books > Literature & Fiction > United States,Damian Duffy Octavia E. ButlerJohn Jennings,141970947X,,Abrams ComicArts ,English,7 x 0.9 x 9.9 inches,2.5 pounds,4.4,Kindred,17.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Butler, Octavia E.",7083104,264.0,Random House Inc,English,8.25 x 5.75 x 1.25 Inches,,,0
333,411,1709,Jurassic Park,8.79,Books > Literature & Fiction > Action & Adventure,Michael Crichton,345538986,464.0,Ballantine Books ,English,4.2 x 1.1 x 7.5 inches,8.8 ounces,4.6,JURASSIC PARK,8.79,Seasonal > Jurassic Park > Jurassic Park - Shop all > Best seller ranking: > # > 2016 >  > in > Books > # > 8 >  > in > Books > Mystery & Suspense > # > 4 >  > in > Books > Mystery & Suspense > Thrillers,"CRICHTON, MICHAEL",5538986,464.0,Random House,English,8.00 x 4.25 x 1.25 Inches,,4.0,1
335,413,625,Dark Force Rising Star Wars,7.99,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553560719,439.0,Bantam Spectra Books ,English,4.2 x 1.2 x 6.9 inches,7.2 ounces,4.6,Dark Force Rising,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 9838 >  > in > Books > # > 914 >  > in > Books > Literature & Fiction > # > 58 >  > in > Books > Literature & Fiction > Science Fiction,"Zahn, Timothy",3560716,439.0,Random House,English,6.75 x 4.00 x 1.25 Inches,,,1
337,413,1765,Dark Force Rising Star Wars,7.99,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553560719,439.0,Bantam Spectra Books ,English,4.2 x 1.2 x 6.9 inches,7.2 ounces,4.6,THRAWN (STAR WARS),9.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"ZAHN, TIMOTHY",1101967021,496.0,,,,,,0
338,413,2381,Dark Force Rising Star Wars,7.99,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553560719,439.0,Bantam Spectra Books ,English,4.2 x 1.2 x 6.9 inches,7.2 ounces,4.6,Star Wars,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"Zahn, Timothy",034545684X,480.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,0
341,415,1878,The Magician King,12.8,Books > Science Fiction & Fantasy > Fantasy,Lev Grossman,452298016,432.0,Penguin Books; Reprint edition ,English,5.5 x 0.9 x 8.4 inches,12.6 ounces,4.3,The Magician King ,12.8,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 5506 >  > in > Books > # > 460 >  > in > Books > Literature & Fiction > # > 34 >  > in > Books > Literature & Fiction > Literary,Lev Grossman,2298015,432.0,Penguin BooksPenguin Publishing Group,English,,,,1
345,428,818,The Big Sleep A Philip Marlowe Novel,13.45,"Books > Mystery, Thriller & Suspense > Mystery",Raymond Chandler,394758285,231.0,Vintage Crime/Black Lizard; Reprint edition ,English,5.2 x 0.6 x 8 inches,8.8 ounces,4.2,The Big Sleep,13.45,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Hard-Boiled > Best seller ranking: > # > 29142 >  > in > Books > # > 369 >  > in > Books > Mystery & Suspense > # > 69 >  > in > Books > Mystery & Suspense > General","Chandler, Raymond",4758282,240.0,Random House Inc,English,5.25 x 7.75 x 0.50 Inches,,,1
349,434,93,The Dark Tower I,10.87,Books > Literature & Fiction > Genre Fiction,Stephen King,1501143514,288.0,Scribner; Reprint edition ,English,5.5 x 0.7 x 8.4 inches,0.3 ounces,4.3,The Dark Tower I ,14.92,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy > Best seller ranking: > # > 12950 >  > in > Books > # > 643 >  > in > Books > ARCHIVE > # > 62 >  > in > Books > ARCHIVE > Literature & Fiction,Stephen King,1143513,288.0,Scribner,,8.38 x 139.70 x 17.78 Inches (US),,5.0,1
376,480,1479,Welcome to Night Vale,11.19,Books > Literature & Fiction > Genre Fiction,Joseph Fink Jeffrey Cranor,62351427,,Harper Perennial; First Edition edition ,English,6 x 1.3 x 9 inches,13.6 ounces,4.4,Welcome to Night Vale,10.99,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 3187 >  > in > Books > # > 243 >  > in > Books > Literature & Fiction > # > 45 >  > in > Books > Literature & Fiction > General,"Cranor, Jeffrey Fink, Joseph",2351424,401.0,HarperCollins,English,9.50 x 6.50 x 1.25 Inches,,,1
388,498,2226,Gone Girl Paperback ,9.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Gillian Flynn,307588378,422.0,Broadway Books; Reprint edition ,English,5.2 x 1 x 8 inches,12 ounces,4.0,Gone Girl,9.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 746 >  > in > Books > # > 51 >  > in > Books > Literature & Fiction > # > 9 >  > in > Books > Literature & Fiction > General","Flynn, Gillian",307588378,422.0,Random House Inc,English,8.00 x 5.00 x 0.75 Inches,,4.0,1
394,508,1195,Star Wars,7.19,Books > Literature & Fiction > Action & Adventure,Drew Karpyshyn,345511352,368.0,Del Rey; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,6.4 ounces,4.1,Star Wars Darth Bane Path of Destruction,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 7461 >  > in > Books > # > 672 >  > in > Books > Literature & Fiction > # > 42 >  > in > Books > Literature & Fiction > Science Fiction,"Karpyshyn, Drew",5477379,416.0,Random House,English,7.25 x 4.50 x 1.25 Inches,,,0
398,511,1767,Bay of Sighs Guardians Trilogy,5.47,Books > Literature & Fiction > United States,Nora Roberts,515155918,352.0,Berkley; Reissue edition ,English,4.2 x 0.9 x 6.8 inches,6.1 ounces,4.6,Bay of Sighs,5.47,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nora Roberts,515155918,352.0,BerkleyPenguin Publishing Group,English,,,,1
409,552,1106,Career of Evil A Cormoran Strike Novel,12.01,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Galbraith,316349895,512.0,Mulholland Books; Reprint edition ,English,5.5 x 1.5 x 8.2 inches,15.2 ounces,4.5,Career of Evil,10.7,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",Robert Galbraith,6349890,512.0,"Mulholland BooksLittle, Brown and Company",English,8.25 x 5.50 x 1.50 Inches (US),,,1
410,556,92,Sharp Objects Paperback ,9.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Gillian Flynn,307341550,254.0,Broadway Books; Reprint edition ,English,5.1 x 0.6 x 8 inches,7 ounces,4.2,SHARP OBJECTS,9.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 1075 >  > in > Books > # > 67 >  > in > Books > Literature & Fiction > # > 7 >  > in > Books > Literature & Fiction > Mystery & Suspense","FLYNN, GILLIAN",7341557,272.0,Random House Inc,English,8.25 x 5.25 x 0.75 Inches,,4.6667,1
422,560,1160,Fifty Shades Freed,9.29,Books > Literature & Fiction > Women's Fiction,E L James,9.78E+12,592.0,Vintage; Reprint edition ,English,5.2 x 1 x 8 inches,14.4 ounces,4.2,Fifty Shades of Grey,9.17,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 299 >  > in > Books > # > 6 >  > in > Books > Romance > # > 5 >  > in > Books > Romance > Adult,"JAMES, E L",5803482,528.0,Random House Inc,English,8.00 x 5.25 x 1.00 Inches,,4.757,0
423,560,1177,Fifty Shades Freed,9.29,Books > Literature & Fiction > Women's Fiction,E L James,9.78E+12,592.0,Vintage; Reprint edition ,English,5.2 x 1 x 8 inches,14.4 ounces,4.2,Fifty Shades Freed,9.29,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 126 >  > in > Books > # > 3 >  > in > Books > Romance > # > 3 >  > in > Books > Romance > Adult,"JAMES, E L",5803503,592.0,Random House Spanish,English,5.00 x 8.00 x 1.00 Inches,,4.8017,1
424,560,2136,Fifty Shades Freed,9.29,Books > Literature & Fiction > Women's Fiction,E L James,9.78E+12,592.0,Vintage; Reprint edition ,English,5.2 x 1 x 8 inches,14.4 ounces,4.2,Fifty Shades Darker,9.29,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 146 >  > in > Books > # > 4 >  > in > Books > Romance > # > 4 >  > in > Books > Romance > Adult,"JAMES, E L",5803498,544.0,Random House Inc,English,5.25 x 8.25 x 0.90 Inches,,4.7881,0
426,564,2201,The Lady of the Lake The Witcher,11.55,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski David French,031627383X,560.0,Orbit ,English,5.5 x 1.5 x 8.2 inches,13.1 ounces,4.4,The Lady of the Lake,13.15,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Andrzej Sapkowski,031627383X,560.0,Orbit,English,8.25 x 5.50 x 1.50 Inches (US),,,1
428,574,1154,Homeland,7.19,Books > Literature & Fiction > Action & Adventure,R.A. Salvatore,786939532,384.0,Wizards of the Coast; Reprint edition ,English,4.2 x 1 x 6.8 inches,6.4 ounces,4.7,Homeland,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Salvatore, R. A.",6939532,343.0,Wizards of the Coast,English,6.75 x 4.25 x 1.00 Inches,,5.0,1
433,596,1067,A Canticle for Leibowitz Mass Market Paperback ,6.26,Books > Christian Books & Bibles > Literature & Fiction,Walter M. Miller Jr.,553273817,368.0,Bantam Spectra; . edition ,English,4.2 x 1 x 6.9 inches,6.4 ounces,4.3,A Canticle for Leibowitz,6.26,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Miller, Walter M., Jr.",3273819,338.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,1
435,601,2265,The Book of Life,13.6,Books > Literature & Fiction > Genre Fiction,Deborah Harkness,143127527,576.0,Penguin Books; Reprint edition ,English,5.4 x 1.2 x 8.4 inches,1 pounds,4.6,The Book of Life ,16.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 7379 >  > in > Books > # > 659 >  > in > Books > Literature & Fiction > # > 58 >  > in > Books > Literature & Fiction > Fantasy",Deborah Harkness,25596,576.0,VikingPenguin Publishing Group,English,9.25 x 6.38 x 1.63 Inches (US),,5.0,1
437,605,1943,Come Sundown Hardcover ,16.02,Books > Literature & Fiction > Women's Fiction,Nora Roberts,1250123070,480.0,St. Martin's Press; First Edition / First Printing edition ,English,6.5 x 1.5 x 0.4 inches,1.5 pounds,4.4,COME SUNDOWN,16.9,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nora Roberts,123077,480.0,St. Martin's Press,English,9.56 x 165.61 x 38.23 Inches (US),,,1
439,611,295,Rogue Lawyer,8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,553393480,400.0,Dell; Reprint edition ,English,4.2 x 0.9 x 7.5 inches,7.2 ounces,4.0,ROGUE LAWYER,8.49,Books > Walmart Best Sellers,"GRISHAM, JOHN",3393486,400.0,Random House,English,7.50 x 4.25 x 1.00 Inches,,5.0,1
441,617,956,One Flew Over the Cuckoo's Nest Mass Market Paperback ,8.9,Books > Literature & Fiction > Genre Fiction,Ken Kesey,451163966,272.0,Berkley ,English,4.2 x 0.9 x 7.5 inches,7.2 ounces,4.3,One Flew Over the Cuckoo's Nest,11.54,Books > Literature & Fiction > Fiction > Literary,Ken Kesey,1181229,312.0,Penguin ClassicsPenguin Publishing Group,English,,,,1
444,619,1160,Fifty Shades Darker Paperback ,9.29,Books > Literature & Fiction > Women's Fiction,E. L. James,345803493,544.0,Vintage; Reprint edition ,English,5.2 x 0.9 x 8 inches,13.6 ounces,4.2,Fifty Shades of Grey,9.17,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 299 >  > in > Books > # > 6 >  > in > Books > Romance > # > 5 >  > in > Books > Romance > Adult,"JAMES, E L",5803482,528.0,Random House Inc,English,8.00 x 5.25 x 1.00 Inches,,4.757,0
446,619,2136,Fifty Shades Darker Paperback ,9.29,Books > Literature & Fiction > Women's Fiction,E. L. James,345803493,544.0,Vintage; Reprint edition ,English,5.2 x 0.9 x 8 inches,13.6 ounces,4.2,Fifty Shades Darker,9.29,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 146 >  > in > Books > # > 4 >  > in > Books > Romance > # > 4 >  > in > Books > Romance > Adult,"JAMES, E L",5803498,544.0,Random House Inc,English,5.25 x 8.25 x 0.90 Inches,,4.7881,1
454,633,883,The Armored Saint The Sacred Throne,12.32,Books > Science Fiction & Fantasy > Fantasy,Myke Cole,765395959,208.0,Tor.com ,English,5.8 x 0.8 x 8.6 inches,10.2 ounces,4.5,The Armored Saint,14.53,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Myke Cole,765395959,208.0,Tom Doherty AssociatesTor.com,English,8.25 x 139.70 x 0.75 Inches (US),,,0
471,665,2781,Fort Solitude DC Comics,11.37,Books > Children's Books > Growing Up & Facts of Life,Derek Fridolfs Dustin Nguyen,545876842,176.0,Scholastic Inc. ,English,5.5 x 0.5 x 8.2 inches,8.5 ounces,4.8,Fort Solitude,11.37,Books > Children's & Kids' Books > Children's Action & Adventure,"Fridolfs, Derek",5876849,175.0,Scholastic,English,8.25 x 5.50 x 0.50 Inches,,,1
478,673,1122,Origen En espanol,17.99,Books > Literature & Fiction > Action & Adventure,Dan Brown,525434291,496.0,Vintage Espanol ,Spanish,6.6 x 1.6 x 9.5 inches,1.8 pounds,4.1,ORIGIN (EN ESPANOL),20.06,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","BROWN, DAN",525434291,496.0,Random House Spanish,Spanish,9.50 x 6.50 x 1.50 Inches,,,1
486,689,106,The Sword of Shannara Mass Market Paperback ,8.99,Books > Literature & Fiction > Action & Adventure,Terry Brooks,345314255,736.0,Del Rey; Reissue edition ,English,4.2 x 1.6 x 6.8 inches,13.6 ounces,3.9,The Sword of Shannara,9.43,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Brooks, Terry",5314254,726.0,Random House,English,7.00 x 4.50 x 1.75 Inches,,5.0,1
493,710,2198,Metro 2033,15.28,Books > Science Fiction & Fantasy > Science Fiction,Dmitry Glukhovsky,1481845705,460.0,CreateSpace Independent Publishing Platform ,English,6 x 1.2 x 9 inches,1.7 pounds,4.5,Metro 2033,15.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Glukhovsky, Dmitry",1481845705,460.0,Lightning Source Inc,English,8.75 x 5.75 x 1.25 Inches,,,1
499,719,10,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 11 light novel",12.6,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,031644247X,320.0,Yen On ,English,5 x 7 inches,1.1 pounds,4.5,Is It Wrong to Try to Pick Up Girls in a Dungeon? on the Side 4,11.44,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,316318221,312.0,Yen PressYen On,English,,,,0
500,719,42,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 11 light novel",12.6,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,031644247X,320.0,Yen On ,English,5 x 7 inches,1.1 pounds,4.5,Is It Wrong to Try to Pick Up Girls in a Dungeon?,13.49,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,031631479X,288.0,Yen PressYen On,,,,,0
507,719,1489,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 11 light novel",12.6,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,031644247X,320.0,Yen On ,English,5 x 7 inches,1.1 pounds,4.5,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,316562645,272.0,Yen PressYen On,English,,,5.0,0
508,719,2182,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 11 light novel",12.6,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,031644247X,320.0,Yen On ,English,5 x 7 inches,1.1 pounds,4.5,Is It Wrong to Try to Pick Up Girls in a Dungeon? 8,10.85,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,6394189,400.0,Yen PressYen On,,8.25 x 5.50 x 1.00 Inches (US),,,0
512,734,36,Personal,8.2,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,804178755,544.0,Dell; Reissue edition ,English,4.3 x 1.3 x 7.5 inches,10.4 ounces,3.9,PERSONAL,8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","CHILD, LEE",4178753,544.0,Random House,English,7.50 x 4.25 x 1.25 Inches,,,1
514,739,318,Sisters Like Us Mischief Bay,10.19,Books > Literature & Fiction > Women's Fiction,Susan Mallery,778330907,432.0,MIRA ,English,5.3 x 1.1 x 8 inches,10.6 ounces,4.8,The Girls of Mischief Bay,9.64,Books > Literature & Fiction > Fiction > Contemporary Women,"Mallery, Susan",8317745,401.0,Harlequin Books,English,9.00 x 5.75 x 1.00 Inches,,,0
518,747,208,The Bear and the Nightingale,11.0,Books > Literature & Fiction > Action & Adventure,Katherine Arden,1101885955,368.0,Del Rey; Reprint edition ,English,5.5 x 0.8 x 8.2 inches,9.6 ounces,4.5,The Bear and the Nightingale,11.0,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Action & Adventure,"Arden, Katherine",1885954,347.0,Random House Inc,English,8.50 x 5.50 x 1.00 Inches,,,1
528,752,1673,Sword Art Online 1,10.47,Books > Comics & Graphic Novels > Manga,Reki Kawahara,316371246,256.0,Yen On ,English,5.5 x 0.8 x 8.4 inches,7.2 ounces,4.6,Sword Art Online 10,10.47,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Abec Kawahara, Reki Paul, Stephen",6390430,231.0,Yen Pr,English,5.50 x 8.50 x 1.00 Inches,,,0
535,759,1670,Kill Shot,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1416595228,436.0,Pocket Books ,English,4.1 x 1 x 7.5 inches,4 ounces,4.5,Kill Shot ,8.15,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6578 >  > in > Books > # > 51 >  > in > Books > Mystery & Suspense > # > 22 >  > in > Books > Mystery & Suspense > Thrillers",Vince Flynn,6595228,464.0,Pocket Books,English,190.50 x 104.78 x 25.40 Millimeters,,,1
536,762,14,Along Came A Spider Mass Market Paperback ,6.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,446364193,528.0,Grand Central Publishing ,English,4.2 x 1.1 x 6.8 inches,6.4 ounces,4.5,Along Came a Spider (Alex Cross),6.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage > Best seller ranking: > # > 4990 >  > in > Books > # > 31 >  > in > Books > Mystery & Suspense > # > 1 >  > in > Books > Mystery & Suspense > Police Procedural",James Patterson,6364196,528.0,Grand Central Pub Mass Market,English,6.75 x 4.00 x 1.00 Inches,,,1
539,766,2281,Separation of Power A Mitch Rapp Novel,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1439135738,544.0,Pocket Star; Reprint edition ,English,4.1 x 1.2 x 7.5 inches,11.2 ounces,4.7,Separation of Power,9.71,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 7136 >  > in > Books > # > 55 >  > in > Books > Mystery & Suspense > # > 24 >  > in > Books > Mystery & Suspense > Thrillers",Vince Flynn,9135735,544.0,Pocket Star,English,190.50 x 104.78 x 1.20 Millimeters,,,1
545,778,1669,"A Clash of Kings A Song of Ice and Fire, Book 2",9.79,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553579908,1040.0,Bantam; Reissue edition ,English,4.2 x 1.6 x 6.9 inches,1.1 pounds,4.6,A Clash of Kings,8.28,Books > Literature & Fiction > Fiction > Action & Adventure > Best seller ranking: > # > 8793 >  > in > Books > # > 800 >  > in > Books > Literature & Fiction > # > 72 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",553542X,1009.0,Random House,English,7.00 x 4.25 x 2.00 Inches,,5.0,1
552,791,505,"One for the Money Stephanie Plum, No. 1",11.53,Books > Literature & Fiction > United States,Janet Evanovich,140252924,320.0,Penguin Books Ltd; Repack edition ,English,4.4 x 0.8 x 7.1 inches,5.6 ounces,4.4,Takedown Twenty (Stephanie Plum 20) (Paperback),13.09,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Evanovich, Janet",1472201590,,Headline Publishing Group,,,,,0
557,799,1342,See Me Mass Market Paperback ,6.79,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,1455520608,576.0,Vision; Reprint edition ,English,4.2 x 1.2 x 6.9 inches,9.1 ounces,4.4,SEE ME,7.08,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nicholas Sparks,5520607,576.0,VisionGrand Central Publishing,English,6.88 x 4.25 x 1.25 Inches (US),,,1
560,808,1817,The Blood Mirror Lightbringer,11.55,Books > Literature & Fiction > Action & Adventure,Brent Weeks,316251321,736.0,Orbit; Reprint edition ,English,5.6 x 2 x 8.4 inches,1.3 pounds,4.3,The Blood Mirror,12.64,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Brent Weeks,316251321,736.0,Orbit,English,8.38 x 5.62 x 2.00 Inches (US),,,1
562,813,694,The Quantum Spy,14.11,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",David Ignatius,393254151,336.0,W. W. Norton & Company; 1 edition ,English,6.5 x 1.1 x 9.6 inches,1.6 pounds,4.1,The Quantum Spy,14.11,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage","Ignatius, David",393254151,323.0,W W Norton &amp; Co Inc,English,9.50 x 6.50 x 1.50 Inches,,,1
565,822,2227,Stalking Jack the Ripper Hardcover ,10.96,Books > Teen & Young Adult > Science Fiction & Fantasy,Kerri Maniscalco,031627349X,336.0,jimmy patterson ,English,6.5 x 1 x 9.2 inches,14.1 ounces,4.2,Stalking Jack the Ripper,10.96,Books > Literature & Fiction > Fiction > Historical,Kerri Maniscalco,031627349X,336.0,"Little, Brown and Companyjimmy patterson",English,9.25 x 6.50 x 1.00 Inches (US),,,1
592,863,1109,Three Wishes,6.79,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,62669257,464.0,Harper; Reprint edition ,English,4.2 x 1.2 x 6.8 inches,7.2 ounces,4.1,THREE WISHES,8.95,Books > Literature & Fiction > Fiction > Family Life,"MORIARTY, LIANE",586134,384.0,HarperCollins,English,7.75 x 5.25 x 1.00 Inches,,,1
596,866,516,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,14.0,Books > Comics & Graphic Novels > Manga,Fujino Omori,031644250X,232.0,Yen On ,English,5.5 x 0.6 x 8.2 inches,8.5 ounces,4.7,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,6318160,240.0,Yen PressYen On,English,,,,0
597,866,603,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,14.0,Books > Comics & Graphic Novels > Manga,Fujino Omori,031644250X,232.0,Yen On ,English,5.5 x 0.6 x 8.2 inches,8.5 ounces,4.7,Is It Wrong to Try to Pick Up Girls in a Dungeon? 6,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,6394168,272.0,Yen PressYen On,English,,,,0
