_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating
243,272,1758,The Woman in the Window,10.87,Books > Literature & Fiction > Genre Fiction,A. J. Finn,8234167,,William Morrow; 1st Edition edition ,English,6 x 1.3 x 9.2 inches,1.3 pounds,4.0,The Woman in the Window,16.19,Books > Mother's Day Books > Mother's Day Gift Guide Books,"Finn, A. J.",62678418,427.0,HarperCollins,English,9.25 x 6.50 x 1.50 Inches,,
244,278,196,Outlander Mass Market Paperback ,8.98,"Books > Crafts, Hobbies & Home > Crafts & Hobbies",Diana Gabaldon,440212561,850.0,Dell; Reissue edition ,English,4.2 x 1.5 x 6.9 inches,11.2 ounces,4.6,Dragonfly in Amber (Outlander Volume 2) (Mass Market Paperback),7.99,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 975 >  > in > Books > # > 19 >  > in > Books > Romance > # > 9 >  > in > Books > Romance > Contemporary,Diana Gabaldon,215623,960.0,Bantam Dell,English,7.00 x 4.25 x 1.50 Inches,,4.2857
251,278,2459,Outlander Mass Market Paperback ,8.98,"Books > Crafts, Hobbies & Home > Crafts & Hobbies",Diana Gabaldon,440212561,850.0,Dell; Reissue edition ,English,4.2 x 1.5 x 6.9 inches,11.2 ounces,4.6,Voyager (Outlander Volume 3) (Paperback),15.05,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 6348 >  > in > Books > # > 539 >  > in > Books > Literature & Fiction > # > 39 >  > in > Books > Literature & Fiction > Literary,Diana Gabaldon,5335997,912.0,Delta,English,6.00 x 9.50 x 1.75 Inches,,
252,280,2156,The Five People You Meet in Heaven Paperback ,8.88,Books > Literature & Fiction > Genre Fiction,Mitch Albom,1401308589,196.0,Hachette Books; Reprint edition ,English,5.1 x 0.5 x 7.1 inches,11.2 ounces,4.6,The Five People You Meet in Heaven,8.88,Books > Literature & Fiction > Fiction > Visionary & Metaphysical > Best seller ranking: > # > 2651 >  > in > Books > # > 18 >  > in > Books > Miscellaneous,Mitch Albom,1308582,208.0,Hachette Books,English,,,4.5
255,283,1684,Bloodline Star Wars,8.99,Books > Science Fiction & Fantasy > Science Fiction,Claudia Gray,1101885262,432.0,Del Rey ,English,4.2 x 1 x 7.5 inches,7.8 ounces,4.4,Bloodline (Star Wars),8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,Claudia Gray,1885268,432.0,Delrey,English,7.50 x 4.00 x 1.00 Inches,,
256,284,84,A Game of Thrones,22.66,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553808044,,"Bantam; Anniversary, Illustrated edition ",English,6.5 x 2.7 x 9.4 inches,3 pounds,4.6,A Game of Thrones,22.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 1596 >  > in > Books > # > 104 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",3103540,694.0,Random House Inc,English,9.75 x 6.50 x 1.75 Inches,,5.0
257,284,1429,A Game of Thrones,22.66,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553808044,,"Bantam; Anniversary, Illustrated edition ",English,6.5 x 2.7 x 9.4 inches,3 pounds,4.6,A Game of Thrones,22.66,Books > Literature & Fiction > Fiction > Action & Adventure,"Martin, George R. R.",3808049,880.0,Random House Inc,English,10.00 x 7.00 x 2.25 Inches,,
258,284,2039,A Game of Thrones,22.66,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553808044,,"Bantam; Anniversary, Illustrated edition ",English,6.5 x 2.7 x 9.4 inches,3 pounds,4.6,A Game of Thrones,33.07,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Martin, George R. R.",307913090,,Random House,English,6.00 x 5.25 x 2.50 Inches,,5.0
259,284,2135,A Game of Thrones,22.66,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553808044,,"Bantam; Anniversary, Illustrated edition ",English,6.5 x 2.7 x 9.4 inches,3 pounds,4.6,A Game of Thrones 1,16.69,Books > Literature & Fiction > Fiction > Media Tie-Ins > Best seller ranking: > # > 4380 >  > in > Books > # > 333 >  > in > Books > Literature & Fiction > # > 21 >  > in > Books > Literature & Fiction > Movie & TV Tie-Ins,"Martin, George R. R.",044042321X,240.0,Random House Inc,English,10.00 x 6.00 x 1.00 Inches,,5.0
260,284,2471,A Game of Thrones,22.66,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553808044,,"Bantam; Anniversary, Illustrated edition ",English,6.5 x 2.7 x 9.4 inches,3 pounds,4.6,"A Game of Thrones (A Song of Ice and Fire, Book 1) (Paperback)",17.79,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Martin, George R. R.",7548230,,HarperCollins Publishers,,,,
261,285,2063,The Magician's Land,10.45,Books > Literature & Fiction > Genre Fiction,Lev Grossman,147516145,416.0,Penguin Books; Reprint edition ,English,5.5 x 0.9 x 8.4 inches,12 ounces,4.5,The Magician's Land ,10.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7447 >  > in > Books > # > 671 >  > in > Books > Literature & Fiction > # > 60 >  > in > Books > Literature & Fiction > Fantasy,Lev Grossman,7516147,416.0,Penguin BooksPenguin Publishing Group,English,,,
262,286,2133,Ashes of Victory Honor Harrington,30.23,Books > Science Fiction & Fantasy > Science Fiction,David Weber,1481483455,,Baen ,English,,1.7 pounds,4.2,Shadow of Victory,7.34,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,David Weber,1481482882,1168.0,Baen,English,6.75 x 104.78 x 48.26 Inches (US),,
263,287,2716,Batman,86.6,Books > Comics & Graphic Novels > Graphic Novels,Various,1401284388,,DC Comics ,English,,1.2 pounds,,Batman,4.95,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Sazaklis, John",4297317,41.0,Capstone Pr Inc,English,10.75 x 8.25 x 0.25 Inches,,
264,287,2855,Batman,86.6,Books > Comics & Graphic Novels > Graphic Novels,Various,1401284388,,DC Comics ,English,,1.2 pounds,,Batman,3.22,Books > Children's Books > Action & Adventure,"Robert, Jeremy Sazaklis, John Smith, Andy",1885341,24.0,Harpercollins Childrens Books,English,8.00 x 8.00 x 0.25 Inches,,
265,289,724,Life Debt,8.99,Books > Literature & Fiction > Genre Fiction,Chuck Wendig,1101966955,512.0,Del Rey ,English,4.2 x 1 x 7.5 inches,7 ounces,3.8,LIFE DEBT,20.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"WENDIG, CHUCK",1966933,448.0,Random House Inc,English,9.50 x 6.25 x 1.50 Inches,,5.0
266,289,937,Life Debt,8.99,Books > Literature & Fiction > Genre Fiction,Chuck Wendig,1101966955,512.0,Del Rey ,English,4.2 x 1 x 7.5 inches,7 ounces,3.8,Life Debt,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,Chuck Wendig,1966954,512.0,Delrey,English,7.75 x 4.25 x 1.25 Inches,,
267,293,1405,The Family Lawyer Paperback ,11.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1538711338,496.0,Grand Central Publishing; First Edition edition ,English,5.5 x 1.4 x 8.1 inches,13.8 ounces,4.0,The Family Lawyer,12.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Legal",James Patterson,1538711338,496.0,Grand Central Publishing,English,8.12 x 5.50 x 1.38 Inches (US),,
268,295,1735,What She Knew,10.97,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Gilly Macmillan,62413864,512.0,William Morrow Paperbacks ,English,5.3 x 0.8 x 8 inches,12.8 ounces,4.2,What She Knew,9.97,Books > Literature & Fiction > Fiction > Psychological,"Macmillan, Gilly",2413862,472.0,HarperCollins,English,8.00 x 5.50 x 1.25 Inches,,
269,297,864,The Cartel 5,7.25,Books > Literature & Fiction > United States,Ashley & JaQuavis,162286736X,304.0,Urban Books ,English,4.2 x 1 x 6.8 inches,6.4 ounces,4.6,CARTEL 5,7.25,Books > Literature & Fiction > Fiction > African American,"ASHLEY, JAQUAVIS",162286736X,304.0,Kensington Pub Corp,English,6.75 x 4.00 x 1.00 Inches,,
270,298,679,The Fast and the Furriest Second Chance Cat Mystery,6.15,"Books > Mystery, Thriller & Suspense > Mystery",Sofie Ryan,1101991224,304.0,Berkley ,English,4.2 x 0.8 x 6.8 inches,5.3 ounces,4.8,The Fast and the Furriest,6.15,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Sofie Ryan,1101991224,304.0,BerkleyPenguin Publishing Group,English,,,
271,300,642,If I'm Found If I Run Series,8.79,Books > Christian Books & Bibles > Literature & Fiction,Terri Blackstock,310332486,384.0,Zondervan ,English,5.5 x 1 x 8.4 inches,11.2 ounces,4.8,If I Live,14.32,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Blackstock, Terri",310332540,331.0,Harpercollins Christian Pub,English,8.25 x 5.25 x 0.75 Inches,,
272,300,1890,If I'm Found If I Run Series,8.79,Books > Christian Books & Bibles > Literature & Fiction,Terri Blackstock,310332486,384.0,Zondervan ,English,5.5 x 1 x 8.4 inches,11.2 ounces,4.8,If I'm Found,8.79,Books > Religion & Spirituality Books > Christian Books & Bibles > Christian Fiction > Suspense,"Blackstock, Terri",332483,359.0,Harpercollins Christian Pub,English,8.50 x 5.50 x 1.25 Inches,,5.0
273,301,1261,The Good Girl,10.26,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Mary Kubica,778317765,384.0,MIRA; Reprint edition ,English,5.4 x 1 x 8.2 inches,11.4 ounces,4.2,The Good Girl,10.26,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 7289 >  > in > Books > # > 656 >  > in > Books > Literature & Fiction > # > 100 >  > in > Books > Literature & Fiction > Mystery & Suspense","Kubica, Mary",8317766,382.0,Harlequin Books,English,8.75 x 5.75 x 1.00 Inches,,5.0
274,303,1272,Mr. Mercedes,12.22,"Books > Mystery, Thriller & Suspense > Mystery",Stephen King,1476754470,448.0,Gallery Books; Reprint edition ,English,5.3 x 1.3 x 8.2 inches,13.6 ounces,4.4,Mr. Mercedes,9.4,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 5290 >  > in > Books > # > 440 >  > in > Books > Literature & Fiction > # > 63 >  > in > Books > Literature & Fiction > Mystery & Suspense",Stephen King,1501125605,560.0,Pocket Books,English,190.50 x 104.78 x 1.10 Millimeters,,5.0
275,304,1381,Thrawn Star Wars,9.4,Books > Literature & Fiction > Action & Adventure,Timothy Zahn,1101967021,496.0,Del Rey; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.3 ounces,4.7,STAR WARS THRAWN,21.49,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"ZAHN, TIMOTHY",5511278,448.0,Random House Inc,English,9.75 x 6.50 x 1.50 Inches,,
276,304,1765,Thrawn Star Wars,9.4,Books > Literature & Fiction > Action & Adventure,Timothy Zahn,1101967021,496.0,Del Rey; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.3 ounces,4.7,THRAWN (STAR WARS),9.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"ZAHN, TIMOTHY",1101967021,496.0,,,,,
277,304,2381,Thrawn Star Wars,9.4,Books > Literature & Fiction > Action & Adventure,Timothy Zahn,1101967021,496.0,Del Rey; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.3 ounces,4.7,Star Wars,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"Zahn, Timothy",034545684X,480.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,
278,305,845,Life of Pi Paperback ,9.89,Books > Literature & Fiction > Action & Adventure,Yann Martel,156027321,326.0,Mariner Books ,English,5.3 x 0.9 x 8 inches,7.8 ounces,4.4,Life of Pi,10.09,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 2092 >  > in > Books > # > 151 >  > in > Books > Literature & Fiction > # > 2 >  > in > Books > Literature & Fiction > Action & Adventure,Yann Martel,6027321,336.0,Houghton Mifflin HarcourtMariner Books,English,203.20 x 5.31 x 0.91 Millimeters,,4.5
279,312,722,The President Is Missing Hardcover ,20.4,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Bill Clinton James Patterson,316412694,,"Little, Brown and Company and Knopf ",English,1.1 x 1.1 inches,1.7 pounds,,The President Is Missing,23.24,Books > Summer Reading Books > Beach Reads,James Patterson Bill Clinton,316412694,400.0,"Little, Brown and Company and Knopf",English,,,
281,313,1567,Golden Son,13.59,Books > Literature & Fiction > Action & Adventure,Pierce Brown,345539834,464.0,Del Rey; Reprint edition ,English,5.5 x 1 x 8.2 inches,12 ounces,4.7,Golden Son,15.89,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Brown, Pierce",5539817,442.0,Random House Inc,English,9.50 x 6.50 x 1.50 Inches,,
282,313,2036,Golden Son,13.59,Books > Literature & Fiction > Action & Adventure,Pierce Brown,345539834,464.0,Del Rey; Reprint edition ,English,5.5 x 1 x 8.2 inches,12 ounces,4.7,Golden Son,13.54,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Brown, Pierce",5539838,444.0,Random House Inc,English,8.50 x 5.50 x 1.00 Inches,,
283,314,2031,Uprooted,11.13,Books > Science Fiction & Fantasy > Fantasy,Naomi Novik,804179050,464.0,Del Rey; Reprint edition ,English,5.6 x 1 x 8.3 inches,12.6 ounces,4.6,Uprooted,11.13,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Novik, Naomi",4179055,456.0,Random House Inc,,5.50 x 8.25 x 1.00 Inches,,5.0
284,315,618,The Last Unicorn Paperback ,10.87,Books > Comics & Graphic Novels > Graphic Novels,Peter S. Beagle,451450523,304.0,Ace; Reissue edition ,English,5.3 x 0.6 x 8 inches,8.5 ounces,4.5,The Last Unicorn,13.45,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 7392 >  > in > Books > # > 664 >  > in > Books > Literature & Fiction > # > 59 >  > in > Books > Literature & Fiction > Fantasy,Peter S. Beagle,1450526,304.0,AcePenguin Publishing Group,English,,,5.0
285,316,1897,"Dune Messiah The Dune Chronicles, Book 2",7.65,Books > Science Fiction & Fantasy > Fantasy,Frank Herbert,441172695,336.0,Ace ,English,4.2 x 0.9 x 6.9 inches,7.2 ounces,4.2,Dune Messiah,8.09,Books > Literature & Fiction > Fiction > Classics,Frank Herbert,1172696,336.0,AcePenguin Publishing Group,English,,,
286,317,1847,The Wind Through the Keyhole,9.28,Books > Literature & Fiction > Genre Fiction,Stephen King,1501166220,320.0,Scribner; Reprint edition ,English,5.5 x 0.7 x 8.4 inches,9.9 ounces,4.6,The Wind Through the Keyhole,9.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Stephen King,1166221,320.0,Scribner,English,8.38 x 139.70 x 17.78 Inches (US),,
287,320,22,Wicked,6.34,Books > Science Fiction & Fantasy > Fantasy,Gregory Maguire,61350966,560.0,Harper; Mass Paperback Edition edition ,English,4.2 x 1.1 x 6.8 inches,8.8 ounces,3.8,Wicked,6.11,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 2598 >  > in > Books > # > 199 >  > in > Books > Literature & Fiction > # > 33 >  > in > Books > Literature & Fiction > General,"Maguire, Gregory",1350964,538.0,HarperCollins,English,7.00 x 4.00 x 1.25 Inches,,4.6
288,322,794,Empire's End,6.08,Books > Science Fiction & Fantasy > Science Fiction,Chuck Wendig,110196698X,512.0,Del Rey; Reprint edition ,English,4.2 x 1 x 7.5 inches,6.4 ounces,3.7,EMPIRE'S END,6.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"WENDIG, CHUCK",110196698X,512.0,Random House,English,7.50 x 4.00 x 1.00 Inches,,
289,322,1390,Empire's End,6.08,Books > Science Fiction & Fantasy > Science Fiction,Chuck Wendig,110196698X,512.0,Del Rey; Reprint edition ,English,4.2 x 1 x 7.5 inches,6.4 ounces,3.7,EMPIRE'S END,18.79,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,WENDIG CHUCK,196696X,448.0,Random House Inc,,6.00 x 9.00 x 1.50 Inches,,
291,328,1432,The Girl with the Dragon Tattoo Millennium Series,7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stieg Larsson,307949486,672.0,"Vintage Crime/Black Lizard; Media Tie In, Reissue edition ",English,4.2 x 1.6 x 7.5 inches,15.2 ounces,4.3,The Girl With the Dragon Tattoo,7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 6220 >  > in > Books > # > 524 >  > in > Books > Literature & Fiction > # > 32 >  > in > Books > Literature & Fiction > Movie & TV Tie-Ins","Larsson, Stieg",7949489,644.0,Random House,English,7.50 x 4.25 x 1.75 Inches,,5.0
292,329,799,Without Fail Jack Reacher,7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515144312,608.0,Berkley; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,11.5 ounces,4.4,Without Fail,20.26,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Child, Lee, Shale, Kerry",1846572436,,Cornerstone,,,,
293,329,1059,Without Fail Jack Reacher,7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515144312,608.0,Berkley; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,11.5 ounces,4.4,Without Fail,7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 5250 >  > in > Books > # > 36 >  > in > Books > Mystery & Suspense > # > 4 >  > in > Books > Mystery & Suspense > Suspense",Lee Child,5144311,608.0,BerkleyPenguin Publishing Group,English,7.56 x 4.31 x 1.25 Inches (US),,4.0
294,329,1287,Without Fail Jack Reacher,7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515144312,608.0,Berkley; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,11.5 ounces,4.4,Lee Child Jack Reacher Books 1-3,21.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Lee Child,5154115,,BerkleyPenguin Publishing Group,English,7.60 x 4.35 x 3.63 Inches (US),,
296,336,251,Y is for Yesterday A Kinsey Millhone Novel,15.89,"Books > Mystery, Thriller & Suspense > Mystery",Sue Grafton,399163859,,Marian Wood Books/Putnam; 1st Edition edition ,English,6.4 x 1.5 x 9.3 inches,1.6 pounds,4.2,Y is for Yesterday,15.89,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Sue Grafton,399163859,496.0,Marian Wood Books/PutnamPenguin Publishing Group,English,9.32 x 6.25 x 1.50 Inches (US),,
298,339,1299,The Way of Kings Mass Market Paperback ,9.99,Books > Literature & Fiction > Action & Adventure,Brandon Sanderson,765365278,1280.0,Tor Fantasy; Reprint edition ,English,4.2 x 2 x 6.9 inches,1.2 pounds,4.7,"WAY OF KINGS, THE",9.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7159 >  > in > Books > # > 644 >  > in > Books > Literature & Fiction > # > 57 >  > in > Books > Literature & Fiction > Fantasy,Brandon Sanderson,5365272,1280.0,Tom Doherty AssociatesTor Fantasy,English,173.74 x 4.39 x 2.03 Millimeters,,
299,340,631,A Dog's Purpose,8.69,Books > Literature & Fiction > Genre Fiction,W. Bruce Cameron,765388111,336.0,Forge Books; Media Tie In edition ,English,5.4 x 1 x 8.3 inches,1 pounds,4.8,A Dog's Purpose ,6.98,Books > Literature & Fiction > Fiction > Family Life,W. Bruce Cameron,5388106,336.0,Tom Doherty AssociatesForge Books,English,190.25 x 4.18 x 23.37 Millimeters,,5.0
300,340,1310,A Dog's Purpose,8.69,Books > Literature & Fiction > Genre Fiction,W. Bruce Cameron,765388111,336.0,Forge Books; Media Tie In edition ,English,5.4 x 1 x 8.3 inches,1 pounds,4.8,A Dog's Purpose ,4.49,Books > Literature & Fiction > Fiction > Family Life,W. Bruce Cameron,5388111,336.0,Tom Doherty AssociatesForge Books,,8.29 x 5.43 x 25.27 Inches (US),,5.0
301,343,1351,Dark Matter,12.82,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Blake Crouch,1101904240,368.0,Broadway Books; Reprint edition ,English,5.2 x 0.8 x 8 inches,10.4 ounces,4.4,Dark Matter,15.0,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Crouch, Blake",1904222,342.0,Random House Inc,English,9.75 x 6.50 x 1.50 Inches,,
303,347,684,Monster Hunter Memoirs,20.25,Books > Science Fiction & Fantasy > Fantasy,Larry Correia,1481483072,,Baen ,English,,1.7 pounds,,The Monster Hunter Files,19.04,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Correia, Larry",1481482750,336.0,Baen,English,9.25 x 155.57 x 25.40 Inches (US),,
304,347,2425,Monster Hunter Memoirs,20.25,Books > Science Fiction & Fantasy > Fantasy,Larry Correia,1481483072,,Baen ,English,,1.7 pounds,,Monster Hunter Siege,19.37,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Larry Correia,1481482556,384.0,Baen,English,9.25 x 155.57 x 1.20 Inches (US),,
305,349,69,American Gods Volume 1,19.49,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1506703860,,Dark Horse Books ,English,7 x 1 x 10.5 inches,2.2 pounds,5.0,American Gods,20.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Gaiman, Neil",2059889,541.0,HarperCollins,English,9.00 x 6.25 x 1.25 Inches,,
306,349,910,American Gods Volume 1,19.49,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1506703860,,Dark Horse Books ,English,7 x 1 x 10.5 inches,2.2 pounds,5.0,AMERICAN GODS TV TIE IN,10.5,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"GAIMAN, NEIL",2572233,576.0,Harpercollins,English,5.50 x 8.00 x 1.00 Inches,,
307,349,2193,American Gods Volume 1,19.49,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1506703860,,Dark Horse Books ,English,7 x 1 x 10.5 inches,2.2 pounds,5.0,American Gods,8.21,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"GAIMAN, NEIL",2572118,784.0,HarperCollins,English,8.00 x 4.50 x 2.00 Inches,,
308,349,2345,American Gods Volume 1,19.49,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1506703860,,Dark Horse Books ,English,7 x 1 x 10.5 inches,2.2 pounds,5.0,American Gods,6.98,Books > Literature & Fiction > Fiction > Action & Adventure,"Gaiman, Neil",2472100,750.0,HarperCollins,English,7.25 x 4.00 x 2.00 Inches,,
309,351,287,Aftermath,8.99,Books > Literature & Fiction > Genre Fiction,Chuck Wendig,1101885920,432.0,Del Rey; Reissue edition ,English,4.2 x 1 x 7.5 inches,8 ounces,2.9,AFTERMATH,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 14539 >  > in > Books > # > 731 >  > in > Books > ARCHIVE > # > 72 >  > in > Books > ARCHIVE > Literature & Fiction,"WENDIG, CHUCK",1885928,432.0,Random House,English,7.50 x 4.25 x 1.00 Inches,,5.0
310,351,435,Aftermath,8.99,Books > Literature & Fiction > Genre Fiction,Chuck Wendig,1101885920,432.0,Del Rey; Reissue edition ,English,4.2 x 1 x 7.5 inches,8 ounces,2.9,Aftermath,9.94,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,D.J. Molles,6404170,448.0,Orbit,English,7.62 x 4.25 x 1.25 Inches (US),,5.0
311,352,509,A Discovery of Witches All Souls Trilogy,12.8,Books > Literature & Fiction > Genre Fiction,Deborah Harkness,143119680,579.0,Penguin Books; 1st edition ,English,5.5 x 1.3 x 8.5 inches,1 pounds,4.3,A Discovery of Witches ,20.23,Books > Literature & Fiction > Fiction > Occult & Supernatural,Deborah Harkness,22417,592.0,VikingPenguin Publishing Group,English,9.25 x 6.31 x 1.63 Inches (US),,4.8333
312,352,738,A Discovery of Witches All Souls Trilogy,12.8,Books > Literature & Fiction > Genre Fiction,Deborah Harkness,143119680,579.0,Penguin Books; 1st edition ,English,5.5 x 1.3 x 8.5 inches,1 pounds,4.3,A Discovery of Witches ,12.8,Books > Literature & Fiction > Fiction > Occult & Supernatural > Best seller ranking: > # > 8967 >  > in > Books > # > 813 >  > in > Books > Literature & Fiction > # > 51 >  > in > Books > Literature & Fiction > Science Fiction,Deborah Harkness,3119681,592.0,Penguin BooksPenguin Publishing Group,English,8.40 x 5.45 x 1.20 Inches (US),,5.0
313,360,1446,Fall of Giants,8.09,Books > Literature & Fiction > Genre Fiction,Ken Follett,451232852,960.0,Penguin Books; Reprint edition ,English,4.2 x 1.6 x 6.8 inches,13.6 ounces,4.5,Fall of Giants (The Century Trilogy) (Paperback),,Books > Literature & Fiction > Fiction > Historical,"Follett, Ken",330460552,,Pan Macmillan,,,,
314,366,612,The Bone Tree,8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Greg Iles,62311131,880.0,William Morrow; Reprint edition ,English,4.2 x 2 x 7.5 inches,1 pounds,4.4,"BONE TREE, THE",4.99,Books > Literature & Fiction > Fiction > Legal,"ILES, GREG",231112X,832.0,HarperCollins,English,8.00 x 5.25 x 1.75 Inches,,
315,367,911,World War Z,11.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Max Brooks,307346617,342.0,Three Rivers Press; 1st edition ,English,5.2 x 0.9 x 8 inches,12 ounces,4.3,World War Z,11.48,Books > Literature & Fiction > Fiction > Horror,Max Brooks,7346618,342.0,Three Rivers Pr,English,5.50 x 8.00 x 1.00 Inches,,4.7143
316,373,906,A Stranger in the House Hardcover ,14.65,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Shari Lapena,073522112X,,Pamela Dorman Books ,English,6.3 x 1.1 x 9.3 inches,1.2 pounds,4.1,A Stranger in the House,18.75,Books > Literature & Fiction > Fiction > Contemporary Women,"Lapena, Shari",525501312,399.0,Random House Inc,English,9.00 x 6.00 x 1.00 Inches,,
