_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating
4364,247,599,White Houses,17.7,Books > Literature & Fiction > Genre Fiction,Amy Bloom,081299566X,,Random House ,English,6.4 x 0.8 x 9.6 inches,1 pounds,3.7,White Houses,17.7,Books > Literature & Fiction > Fiction > Literary,"Bloom, Amy",081299566X,218.0,Random House Inc,English,9.50 x 6.25 x 1.00 Inches,,
4429,661,610,Lords of the Sith,9.28,Books > Literature & Fiction > Genre Fiction,Paul S. Kemp,034551145X,368.0,Del Rey ,English,4.2 x 0.9 x 7.5 inches,12.6 ounces,4.1,LORDS OF THE SITH,9.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 8625 >  > in > Books > # > 411 >  > in > Books > ARCHIVE > # > 37 >  > in > Books > ARCHIVE > Literature & Fiction,"KEMP, PAUL S.",034551145X,368.0,Random House,English,7.75 x 4.25 x 1.25 Inches,,
4571,3200,635,The Cartel 7,9.39,Books > Literature & Fiction > United States,Ashley & JaQuavis,1250067006,304.0,St. Martin's Griffin ,English,5.5 x 0.8 x 8.3 inches,9.1 ounces,4.3,The Cartel 7,9.39,Books > Literature & Fiction > Fiction > African American,Ashley JaQuavis JaQuavis Coleman,1250067006,304.0,St. Martin's PressSt. Martin's Griffin,,8.27 x 5.46 x 20.19 Inches (US),,
4578,2353,636,A Turn in the Road A Blossom Street Novel,7.62,Books > Christian Books & Bibles > Literature & Fiction,Debbie Macomber,778330419,384.0,MIRA; Reprint edition ,English,4.1 x 1 x 6.6 inches,1 pounds,4.7,A Turn in the Road,7.62,Books > Literature & Fiction > Fiction > Romance > Contemporary,Debbie Macomber,778330419,384.0,Mira,English,0.19 x 6.63 x 0.94 Inches,,
4595,185,642,If I Live If I Run Series,14.32,Books > Christian Books & Bibles > Literature & Fiction,Terri Blackstock,310332540,352.0,Zondervan ,English,5.5 x 0.9 x 8.4 inches,10.9 ounces,4.9,If I Live,14.32,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Blackstock, Terri",310332540,331.0,Harpercollins Christian Pub,English,8.25 x 5.25 x 0.75 Inches,,
4608,469,648,16th Seduction Women's Murder Club,12.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455542660,384.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1 x 8 inches,10.4 ounces,4.5,16th Seduction,13.06,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",James Patterson,1455542660,384.0,Grand Central Publishing,English,8.00 x 5.25 x 1.00 Inches (US),,
4688,122,653,Ramses the Damned,9.26,Books > Literature & Fiction > Genre Fiction,Christopher Rice,1101970324,416.0,"Anchor; Complete Numbers Starting with 1, 1st Ed edition ",English,5.1 x 0.9 x 8 inches,10.4 ounces,4.1,Ramses the Damned,9.26,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"Rice, AnneRice, Christopher",1101970324,400.0,Random House Inc,English,8.00 x 5.00 x 0.75 Inches,,
4729,397,664,Edge of Darkness The Cincinnati Series,6.58,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Rose,399583084,640.0,Berkley ,English,4.2 x 1.3 x 6.8 inches,10.1 ounces,4.9,Edge of Darkness,6.58,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Karen Rose,399583084,640.0,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.28 Inches (US),,
4755,1153,671,Blood Fury,16.9,Books > Science Fiction & Fantasy > Fantasy,J.R. Ward,451475348,,Ballantine Books ,English,6.4 x 1.3 x 9.3 inches,1.4 pounds,4.7,Blood Fury ,16.9,Books > Literature & Fiction > Fiction > Romance > Paranormal,J.R. Ward,451475348,432.0,Ballantine BooksRandom House Publishing Group,English,9.00 x 6.00 x 1.09 Inches (US),,
4840,298,679,The Fast and the Furriest Second Chance Cat Mystery,6.15,"Books > Mystery, Thriller & Suspense > Mystery",Sofie Ryan,1101991224,304.0,Berkley ,English,4.2 x 0.8 x 6.8 inches,5.3 ounces,4.8,The Fast and the Furriest,6.15,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Sofie Ryan,1101991224,304.0,BerkleyPenguin Publishing Group,English,,,
4898,62,688,Sunburn,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Laura Lippman,62389920,,William Morrow ,English,6 x 1 x 9 inches,12 ounces,4.2,Sunburn,20.29,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,"Lippman, Laura",62389920,292.0,HarperCollins,English,9.50 x 6.25 x 1.00 Inches,,
4916,1421,691,Past Perfect,12.15,Books > Literature & Fiction > Genre Fiction,Danielle Steel,1101883979,304.0,Delacorte Press; First Edition first Printing edition ,English,6.3 x 1 x 9.5 inches,1.1 pounds,3.6,Past Perfect,12.26,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",1101883979,282.0,Random House Inc,English,9.75 x 6.50 x 1.25 Inches,,
4929,813,694,The Quantum Spy,14.11,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",David Ignatius,393254151,336.0,W. W. Norton & Company; 1 edition ,English,6.5 x 1.1 x 9.6 inches,1.6 pounds,4.1,The Quantum Spy,14.11,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage","Ignatius, David",393254151,323.0,W W Norton &amp; Co Inc,English,9.50 x 6.50 x 1.50 Inches,,
5063,484,707,Beyond Danger The Texas Trilogy,7.56,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Kat Martin,1420143174,384.0,Zebra ,English,4.1 x 1 x 6.7 inches,6.4 ounces,4.4,BEYOND DANGER,7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","MARTIN, KAT",1420143174,384.0,ZebraKensington,,,,
5122,250,714,The Keeper of Lost Things,10.84,Books > Science Fiction & Fantasy > Fantasy,Ruth Hogan,62473557,288.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.6 x 8 inches,7.7 ounces,4.4,The Keeper of Lost Things,10.84,Books > Literature & Fiction > Fiction > General,"Hogan, Ruth",62473557,274.0,HarperCollins,English,7.75 x 5.50 x 0.50 Inches,,
5173,312,722,The President Is Missing Hardcover ,20.4,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Bill Clinton James Patterson,316412694,,"Little, Brown and Company and Knopf ",English,1.1 x 1.1 inches,1.7 pounds,,The President Is Missing,23.24,Books > Summer Reading Books > Beach Reads,James Patterson Bill Clinton,316412694,400.0,"Little, Brown and Company and Knopf",English,,,
5228,797,731,Shroud of Eternity,19.49,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,765388243,528.0,Tor Books; First Edition edition ,English,6.5 x 1.6 x 9.5 inches,3.4 pounds,4.0,SHROUD OF ETERNITY,22.9,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Terry Goodkind,765388243,528.0,Tom Doherty AssociatesTor Books,English,9.25 x 155.57 x 41.27 Inches (US),,
5234,2374,732,Marry Me By Sundown Hardcover ,18.63,Books > Literature & Fiction > United States,Johanna Lindsey,1501162233,384.0,Gallery Books ,English,,1.7 pounds,,Marry Me by Sundown,18.63,Books > Literature & Fiction > Fiction > Romance > Historical,Johanna Lindsey,1501162233,384.0,Gallery Books,English,,,
5249,40,737,Still Me,17.7,Books > Literature & Fiction > Genre Fiction,Jojo Moyes,399562451,,Pamela Dorman Books ,English,6.4 x 1.3 x 9.3 inches,1.4 pounds,4.7,Still Me,16.2,Books > Literature & Fiction > Fiction > Contemporary Women,Jojo Moyes,399562451,400.0,Penguin Publishing GroupPamela Dorman Books,English,9.00 x 6.00 x 1.00 Inches (US),,
5309,674,752,The Child Paperback ,11.01,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Fiona Barton,110199049X,400.0,Berkley; Reprint edition ,English,5.5 x 1 x 8.2 inches,11.8 ounces,4.3,The Child,11.01,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",Fiona Barton,110199049X,400.0,BerkleyPenguin Publishing Group,English,8.25 x 5.50 x 1.00 Inches (US),,
5354,2405,755,Shattered Memories The Mirror Sisters Series,7.19,Books > Literature & Fiction > Genre Fiction,V.C. Andrews,1476792380,432.0,Pocket Books; Reissue edition ,English,4.1 x 1 x 6.8 inches,7 ounces,4.4,SHATTERED MEMORIES,6.8,Books > Literature & Fiction > Fiction > Sagas,V.C. Andrews,1476792380,432.0,Pocket Books,English,6.75 x 104.78 x 25.40 Inches (US),,
5366,1008,761,Christmas Caramel Murder A Hannah Swensen Mystery,5.75,"Books > Mystery, Thriller & Suspense > Mystery",Joanne Fluke,1617732303,261.0,Kensington; Reprint edition ,English,4.1 x 0.6 x 6.8 inches,4.8 ounces,4.0,CHRISTMAS CARAMEL MURDER,5.75,Books > Walmart Best Sellers,"FLUKE, JOANNE",1617732303,0.0,Kensington Pub Corp,English,7.00 x 4.25 x 1.00 Inches,,
5370,884,762,Consider Phlebas Culture,12.58,Books > Science Fiction & Fantasy > Science Fiction,Iain M. Banks,031600538X,544.0,Orbit ,English,5.5 x 1.5 x 8.4 inches,1.1 pounds,3.8,Consider Phlebas,15.63,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Iain M. Banks,031600538X,544.0,Orbit,English,8.38 x 5.50 x 1.50 Inches (US),,
5634,322,794,Empire's End,6.08,Books > Science Fiction & Fantasy > Science Fiction,Chuck Wendig,110196698X,512.0,Del Rey; Reprint edition ,English,4.2 x 1 x 7.5 inches,6.4 ounces,3.7,EMPIRE'S END,6.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"WENDIG, CHUCK",110196698X,512.0,Random House,English,7.50 x 4.00 x 1.00 Inches,,
5668,1112,798,The Deep Dark Descending Paperback ,9.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Allen Eskens,1633883558,285.0,Seventh Street Books ,English,5.5 x 0.7 x 8.3 inches,5.6 ounces,4.4,The Deep Dark Descending,9.79,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Allen Eskens,1633883558,285.0,Seventh Street Books,English,8.25 x 5.50 x 1.00 Inches,,
5703,1000,804,Breaking Point Lucy Kincaid Novels,7.73,"Books > Mystery, Thriller & Suspense > Mystery",Allison Brennan,1250164443,448.0,Minotaur Books ,English,4.5 x 1.2 x 7.6 inches,9.8 ounces,4.6,BREAKING POINT,9.99,Books > Women's History Month Books > Women's History Month Fiction,"BRENNAN, ALLISON",1250164443,448.0,St. Martin's PressMinotaur Books,,,,
5724,1504,807,The Demon Crown,15.94,Books > Literature & Fiction > Action & Adventure,James Rollins,62381733,464.0,William Morrow; First Edition edition ,English,6 x 1.4 x 9 inches,1.1 pounds,4.7,The Demon Crown,15.94,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Rollins, James",62381733,441.0,HarperCollins,English,9.30 x 6.50 x 1.40 Inches,,
5854,503,824,Twisted Steel Brothers Saga Book 8,10.99,Books > Literature & Fiction > United States,Helen Hardt,1943893241,300.0,Waterhouse Press ,English,5.2 x 1 x 7.8 inches,9.9 ounces,4.7,Twisted,13.25,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Hardt, Helen",1943893241,290.0,Ingram Pub Services,English,7.75 x 5.25 x 1.00 Inches,,
5921,2070,830,"Dead Beat The Dresden Files, Book 7",8.01,"Books > Mystery, Thriller & Suspense > Mystery",Jim Butcher,045146091X,528.0,Roc; English Language edition ,English,7.4 x 4.3 x 1.2 inches,8.8 ounces,4.7,Dead Beat,8.01,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Jim Butcher,045146091X,528.0,RocPenguin Publishing Group,English,7.56 x 4.25 x 1.13 Inches (US),,
5953,2924,835,"Bone Crossed Mercy Thompson, Book 4",6.8,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,044101836X,304.0,Ace; Reprint edition ,English,4.2 x 0.9 x 6.7 inches,5 ounces,4.7,Bone Crossed,6.8,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Patricia Briggs,044101836X,304.0,AcePenguin Publishing Group,English,,,5.0
6050,1220,856,Children of Time Paperback ,13.46,Books > Science Fiction & Fantasy > Science Fiction,Adrian Tchaikovsky,1447273303,600.0,Pan Macmillan; Reprint edition ,English,5 x 1.5 x 7.8 inches,14.9 ounces,4.5,Children of Time,13.7,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Adrian Tchaikovsky,1447273303,600.0,Pan Macmillan,English,7.75 x 5.00 x 1.50 Inches (US),,
6077,297,864,The Cartel 5,7.25,Books > Literature & Fiction > United States,Ashley & JaQuavis,162286736X,304.0,Urban Books ,English,4.2 x 1 x 6.8 inches,6.4 ounces,4.6,CARTEL 5,7.25,Books > Literature & Fiction > Fiction > African American,"ASHLEY, JAQUAVIS",162286736X,304.0,Kensington Pub Corp,English,6.75 x 4.00 x 1.00 Inches,,
6110,137,871,The People vs. Alex Cross Hardcover ,17.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316273902,,"Little, Brown and Company ",English,6.4 x 1.4 x 9.6 inches,1.9 pounds,4.7,The People vs. Alex Cross,17.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,316273902,432.0,"Little, Brown and Company",English,9.62 x 6.38 x 1.38 Inches (US),,
6256,633,883,The Armored Saint The Sacred Throne,12.32,Books > Science Fiction & Fantasy > Fantasy,Myke Cole,765395959,208.0,Tor.com ,English,5.8 x 0.8 x 8.6 inches,10.2 ounces,4.5,The Armored Saint,14.53,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Myke Cole,765395959,208.0,Tom Doherty AssociatesTor.com,English,8.25 x 139.70 x 0.75 Inches (US),,
6303,773,897,The Wanted Elvis Cole and Joe Pike,15.31,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Crais,399161503,336.0,G.P. Putnam's Sons; 1st Edition edition ,English,6.4 x 1.3 x 9.3 inches,1 pounds,4.3,The Wanted,15.31,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",Robert Crais,399161503,336.0,Penguin Publishing GroupG.P. Putnam's Sons,English,9.31 x 6.38 x 1.27 Inches (US),,
6324,1500,902,The Seventh Plague,8.78,Books > Literature & Fiction > Action & Adventure,James Rollins,62381695,640.0,William Morrow; Reprint edition ,English,4.2 x 1.4 x 7.5 inches,12 ounces,4.5,"SEVENTH PLAGUE, THE",8.78,Books > Literature & Fiction > Fiction > Action & Adventure,"ROLLINS, JAMES",62381695,640.0,HarperCollins,English,7.50 x 4.25 x 1.50 Inches,,
6331,955,904,The Girl in the Tower,16.66,Books > Literature & Fiction > Action & Adventure,Katherine Arden,1101885963,384.0,Del Rey ,English,6.3 x 1.2 x 9.4 inches,1.4 pounds,4.7,The Girl in the Tower,16.66,Books > Literature & Fiction > Fiction > Literary,"Arden, Katherine",1101885963,362.0,Random House Inc,English,9.50 x 6.50 x 1.25 Inches,,5.0
6407,1193,909,A Column of Fire Kingsbridge,20.37,Books > Literature & Fiction > Genre Fiction,Ken Follett,052595497X,,Viking; 1st Edition edition ,English,6.5 x 1.8 x 9.6 inches,2.7 pounds,4.5,A Column of Fire,20.37,Books > Literature & Fiction > Fiction > Historical,Ken Follett,052595497X,928.0,VikingPenguin Publishing Group,English,9.56 x 6.50 x 1.73 Inches (US),,
6455,1815,919,The Guardian Mass Market Paperback ,6.19,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,446613436,494.0,Warner Books; Reissue edition ,English,4.2 x 1 x 6.8 inches,8.8 ounces,4.5,"GUARDIAN, THE",6.36,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 1192 >  > in > Books > # > 23 >  > in > Books > Romance > # > 12 >  > in > Books > Romance > Contemporary,Nicholas Sparks,446613436,512.0,Grand Central Publishing,English,6.75 x 4.25 x 1.00 Inches (US),,5.0
6628,1059,951,Quick & Dirty A Stone Barrington Novel,16.52,Books > Literature & Fiction > Action & Adventure,Stuart Woods,735217149,,G.P. Putnam's Sons ,English,6.3 x 1.3 x 9.3 inches,1.2 pounds,4.3,Quick & Dirty,16.52,Books > Literature & Fiction > Fiction > Action & Adventure,Stuart Woods,735217149,336.0,Penguin Publishing GroupG.P. Putnam's Sons,English,9.31 x 6.31 x 1.31 Inches (US),,
6684,1021,958,Blood of Elves Mass Market Paperback ,8.99,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski,031602919X,416.0,Orbit; 1 Original edition ,English,4.2 x 1.2 x 7 inches,6.4 ounces,4.4,Blood of Elves,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 4587 >  > in > Books > # > 357 >  > in > Books > Literature & Fiction > # > 35 >  > in > Books > Literature & Fiction > Fantasy,Andrzej Sapkowski,031602919X,416.0,Orbit,English,7.00 x 4.25 x 1.25 Inches (US),,
6705,1226,967,The Third Victim,17.7,"Books > Mystery, Thriller & Suspense > Mystery",Phillip Margolin,125011750X,,Minotaur Books ,English,6.4 x 1.2 x 9.6 inches,1.1 pounds,4.3,The Third Victim,21.42,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Phillip Margolin,125011750X,320.0,St. Martin's PressMinotaur Books,English,9.25 x 155.57 x 1.00 Inches (US),,
6915,1448,998,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,A Storm of Swords,8.15,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 1621 >  > in > Books > # > 109 >  > in > Books > Literature & Fiction > # > 15 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",055357342X,1177.0,Random House,English,6.90 x 4.25 x 1.50 Inches,,5.0
6930,2481,1003,"Silver Borne Mercy Thompson, Book 5",7.99,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,044101996X,304.0,Ace; Reprint edition ,English,4.2 x 0.8 x 6.7 inches,4.2 ounces,4.8,Silver Borne,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Patricia Briggs,044101996X,304.0,AcePenguin Publishing Group,English,,,4.8333
6979,1291,1010,The Kite Runner Paperback ,11.9,Books > Literature & Fiction > Genre Fiction,Khaled Hosseini,159463193X,400.0,Riverhead Books; 1 edition ,English,5.1 x 1 x 8 inches,1.8 pounds,4.7,The Kite Runner,11.9,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 935 >  > in > Books > # > 59 >  > in > Books > Literature & Fiction > # > 4 >  > in > Books > Literature & Fiction > Literary,Khaled Hosseini,159463193X,400.0,Riverhead BooksPenguin Publishing Group,English,8.00 x 5.13 x 1.03 Inches (US),,3.5
6990,861,1011,Edgedancer,8.97,Books > Literature & Fiction > Action & Adventure,Brandon Sanderson,1250166543,272.0,Tor Books; F First Edition edition ,English,4.6 x 1 x 7 inches,10.1 ounces,4.6,Edgedancer,10.06,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Brandon Sanderson,1250166543,272.0,Tom Doherty AssociatesTor Books,English,6.69 x 107.95 x 1.03 Inches (US),,
7060,2448,1016,"Guilty Pleasures Anita Blake, Vampire Hunter",7.19,Books > Literature & Fiction > Genre Fiction,Laurell K. Hamilton,051513449X,272.0,Berkley ,English,4.2 x 1 x 6.8 inches,6.4 ounces,4.3,Guilty Pleasures ,7.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Laurell K. Hamilton,051513449X,272.0,BerkleyPenguin Publishing Group,English,6.81 x 4.19 x 1.00 Inches (US),,5.0
7239,967,1046,Without Warning,7.4,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Joel C. Rosenberg,1496423291,592.0,"Tyndale House Publishers, Inc.; Reprint edition ",English,3.8 x 1.4 x 7.3 inches,11.2 ounces,4.8,Without Warning,7.52,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Political",Joel C. Rosenberg,1496423291,592.0,"Tyndale House Publishers, Inc.",English,7.30 x 3.80 x 1.40 Inches (US),,
7348,3130,1065,"The Wheel of Time, Boxed Set I, Books 1-3",23.37,Books > Science Fiction & Fantasy > Fantasy,Robert Jordan,812538366,2272.0,Tor Books ,English,4.2 x 4.5 x 0.3 inches,2.4 pounds,4.6,The Wheel Of Time (The Eye Of The World/The Great Hunt/The Dragon Reborn),24.92,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Jordan, Robert",812538366,0.0,Tor Books,,6.98 x 4.46 x 4.74 Inches,,
7360,161,1071,The Medical Examiner,4.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Maxine Paetro,316504823,144.0,BookShots ,English,5 x 0.4 x 7 inches,5 ounces,4.1,The Medical Examiner,3.93,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson Maxine Paetro,316504823,144.0,"BookShotsLittle, Brown and Company",English,,,
7408,211,1077,The Hush,19.03,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Hart,1250012309,,St. Martin's Press ,English,6.4 x 1.3 x 9.5 inches,1.4 pounds,3.7,The Hush,19.58,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,John Hart,1250012309,432.0,St. Martin's Press,English,9.25 x 155.57 x 1.25 Inches (US),,
7609,2782,1099,The Complete Novels of Jane Austen Knickerbocker Classics,25.78,Books > Literature & Fiction > World Literature,Jane Austen,193799418X,1232.0,Race Point Publishing; First edition ,English,6.8 x 2.8 x 10 inches,4.8 pounds,4.2,The Complete Novels of Jane Austen,25.78,Books > Literature & Fiction > Fiction > Classics,"Austen, Jane",193799418X,1220.0,Motorbooks Intl,English,7.00 x 10.00 x 2.75 Inches,,
7665,716,1108,The Final Day,6.47,Books > Literature & Fiction > Action & Adventure,William R. Forstchen,076537675X,480.0,Forge Books; Reprint edition ,English,4.2 x 1.1 x 6.7 inches,10.6 ounces,4.7,The Final Day ,6.47,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",William R. Forstchen,076537675X,480.0,Tom Doherty AssociatesForge Books,English,7.50 x 104.78 x 29.37 Inches (US),,
7678,240,1110,Munich,18.27,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Harris,525520260,,Knopf; 1st Edition edition ,English,6.6 x 1.1 x 9.5 inches,1.3 pounds,4.1,Munich,18.27,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Historical","Harris, Robert",525520260,303.0,Random House Inc,English,9.55 x 6.70 x 1.15 Inches,,
7701,1594,1117,Collision Point,6.47,Books > Literature & Fiction > United States,Lora Leigh,1250110327,336.0,St. Martin's Paperbacks ,English,4.4 x 0.9 x 6.9 inches,5.6 ounces,4.0,Collision Point ,7.99,Books > Literature & Fiction > Fiction > Romance > Military,Lora Leigh,1250110327,350.0,St. Martin's PressSt. Martin's Paperbacks,,,,
7714,673,1122,Origen En espanol,17.99,Books > Literature & Fiction > Action & Adventure,Dan Brown,525434291,496.0,Vintage Espanol ,Spanish,6.6 x 1.6 x 9.5 inches,1.8 pounds,4.1,ORIGIN (EN ESPANOL),20.06,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","BROWN, DAN",525434291,496.0,Random House Spanish,Spanish,9.50 x 6.50 x 1.50 Inches,,
7732,653,1126,The Black Book Paperback ,9.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455542679,448.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.1 x 8 inches,15.2 ounces,4.6,The Black Book,9.3,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",David Ellis James Patterson,1455542679,448.0,Grand Central Publishing,English,8.00 x 5.25 x 1.12 Inches (US),,
7868,63,1138,Look for Me D. D. Warren,16.56,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Gardner,1524742058,,Dutton ,English,6.3 x 1.3 x 9.3 inches,1.5 pounds,4.3,Look for Me,15.64,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,Lisa Gardner,1524742058,400.0,DuttonPenguin Publishing Group,English,9.00 x 6.00 x 1.00 Inches (US),,
7881,1653,1140,Turbo Twenty-Three,6.44,Books > Literature & Fiction > United States,Janet Evanovich,345543017,352.0,Bantam; Reissue edition ,English,4.2 x 0.9 x 6.9 inches,5.6 ounces,4.3,TURBO TWENTY-THREE,6.44,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","EVANOVICH, JANET",345543017,352.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,
7893,204,1141,"Lake Silence World of the Others, The",17.7,Books > Literature & Fiction > Genre Fiction,Anne Bishop,399587241,,Ace ,English,6.3 x 1.3 x 9.3 inches,1.4 pounds,4.8,Lake Silence,17.7,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Anne Bishop,399587241,416.0,AcePenguin Publishing Group,English,9.00 x 6.00 x 1.03 Inches (US),,
7920,1186,1147,Behind Closed Doors,9.91,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",B. A. Paris,1250132363,352.0,St. Martin's Griffin; Reprint edition ,English,5.5 x 0.9 x 8.3 inches,10.4 ounces,4.1,BEHIND CLOSED DOORS,9.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",B. A. Paris,1250132363,352.0,St. Martin's PressSt. Martin's Griffin,English,8.25 x 5.43 x 23.88 Inches (US),,
7924,382,1148,Star Wars,7.19,Books > Literature & Fiction > Action & Adventure,James Luceno,345511298,496.0,Del Rey; Reprint edition ,English,4.2 x 1.1 x 6.9 inches,8.5 ounces,4.5,STAR WARS,8.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 3193 >  > in > Books > # > 244 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Science Fiction,"LUCENO, JAMES",345511298,496.0,,,,,5.0
8115,33,1169,The Masterpiece Hardcover ,17.1,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,1496407903,,"Tyndale House Publishers, Inc. ",English,5.7 x 1.8 x 8.9 inches,1.6 pounds,4.8,The Masterpiece,18.18,Books > Religion & Spirituality Books > Christian Books & Bibles > Christian Fiction > Romance,Francine Rivers,1496407903,512.0,"Tyndale House Publishers, Inc.",English,8.90 x 5.70 x 1.80 Inches,,4.0
