Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"The Souls of Black Folk Paperback – November 24, 2017",$5.89 ,Books > Literature & Fiction > Classics,W.E.B. Du Bois,1505223377,124 pages,"CreateSpace Independent Publishing Platform (November 24, 2017)",English,6 x 0.3 x 9 inches,8.5 ounces,4.5 out of 5 stars
"Britt-Marie Was Here: A Novel Paperback – February 7, 2017",$12.28 ,Books > Literature & Fiction > Humor & Satire,Fredrik Backman,1501142542,336 pages,"Washington Square Press; Reprint edition (February 7, 2017)",English,5.3 x 0.9 x 8.2 inches,10.4 ounces,4.4 out of 5 stars
"The Atomic City Girls: A Novel Paperback – February 6, 2018",$12.78 ,Books > Literature & Fiction > Genre Fiction,Janet Beard,62666711,384 pages,"William Morrow Paperbacks (February 6, 2018)",English,5.3 x 1 x 8 inches,10.9 ounces,4.0 out of 5 stars
"A Stranger in the House Hardcover – August 15, 2017",$14.65 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Shari Lapena,073522112X,,"Pamela Dorman Books (August 15, 2017)",English,6.3 x 1.1 x 9.3 inches,1.2 pounds,4.1 out of 5 stars
"The Seven Storey Mountain Paperback – October 4, 1999",$9.57 ,Books > Christian Books & Bibles > Christian Living,Thomas Merton,156010860,496 pages,"Mariner Books; 1 edition (October 4, 1999)",English,5.3 x 1.2 x 8 inches,13.6 ounces,4.5 out of 5 stars
"China Rich Girlfriend Paperback – May 31, 2016",$13.25 ,Books > Literature & Fiction > Genre Fiction,Kevin Kwan,804172064,496 pages,"Anchor; Reprint edition (May 31, 2016)",English,5.2 x 1 x 8 inches,9.6 ounces,4.2 out of 5 stars
"The Angel of Darkness Mass Market Paperback – May 27, 1998",$8.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Caleb Carr,345427637,768 pages,"Ballantine Books; Reissue edition (May 27, 1998)",English,4.2 x 1.2 x 6.9 inches,10.4 ounces,4.3 out of 5 stars
"City of Thieves: A Novel Paperback – March 31, 2009",$10.07 ,Books > Literature & Fiction > Genre Fiction,David Benioff,452295297,258 pages,"Penguin Books (March 31, 2009)",English,5.4 x 0.6 x 8 inches,8 ounces,4.6 out of 5 stars
"Year One: Chronicles of the One, Book 1 Hardcover – December 5, 2017",$16.45 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nora Roberts,1250122953,,"St. Martin's Press; First Edition: December 2017 edition (December 5, 2017)",English,6.4 x 1.4 x 9.6 inches,1.3 pounds,4.5 out of 5 stars
Pride and Prejudice Reprint. Edition,,Books > Literature & Fiction > Women's Fiction,Jane Austen,141439513,480 pages,"Penguin Books; Reprint. edition (December 31, 2002)",English,5.1 x 0.8 x 7.8 inches,10.6 ounces,4.5 out of 5 stars
"Arcanum Unbounded: The Cosmere Collection Mass Market Paperback – February 27, 2018",$8.99 ,Books > Literature & Fiction > Short Stories & Anthologies,Brandon Sanderson,076539118X,768 pages,"Tor Fantasy (February 27, 2018)",English,4.2 x 1.7 x 7 inches,12.3 ounces,4.7 out of 5 stars
"The Prose Edda: Norse Mythology (Penguin Classics) Paperback – January 31, 2006",$11.55 ,Books > Literature & Fiction > Poetry,Jesse L. Byock,140447555,180 pages,"Penguin Classics; 1 edition (January 31, 2006)",English,5.1 x 0.6 x 7.8 inches,2.1 ounces,4.4 out of 5 stars
"Star Wars: Darth Plagueis (Star Wars - Legends) Mass Market Paperback – October 30, 2012",$7.19 ,Books > Literature & Fiction > Action & Adventure,James Luceno,345511298,496 pages,"Del Rey; Reprint edition (October 30, 2012)",English,4.2 x 1.1 x 6.9 inches,8.5 ounces,4.5 out of 5 stars
"Storm Front (Dresden Files) Mass Market Paperback – April 1, 2000",$7.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Jim Butcher,451457811,372 pages,"Roc; 1st edition (April 1, 2000)",English,4.2 x 1 x 7.6 inches,7.2 ounces,4.4 out of 5 stars
"Batman by Jeph Loeb & Tim Sale Omnibus Hardcover – September 11, 2018",$107.01 ,Books > Comics & Graphic Novels > Graphic Novels,Jeph Loeb,1401284264,,"DC Comics (September 11, 2018)",English,,1.2 pounds,
"Salvation (Salvation Sequence) Hardcover – September 4, 2018",$25.59 ,Books > Literature & Fiction > Action & Adventure,Peter F. Hamilton,399178767,,"Del Rey (September 4, 2018)",English,6.1 x 1.4 x 9.2 inches,1.9 pounds,
"The Girl With All the Gifts Paperback – April 28, 2015",$11.10 ,Books > Literature & Fiction > Action & Adventure,M. R. Carey,316334758,448 pages,"Orbit; Reprint edition (April 28, 2015)",English,5.5 x 1.2 x 8.4 inches,13.6 ounces,4.3 out of 5 stars
"The Last Command (Star Wars: The Thrawn Trilogy) Paperback – January 1, 1994",$7.70 ,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553564927,467 pages,Bantam; 1st edition (February 1994),English,4.2 x 1.1 x 6.9 inches,9.6 ounces,4.7 out of 5 stars
"Overlord, Vol. 4 (light novel): The Lizardman Heroes Hardcover – May 23, 2017",$13.59 ,Books > Science Fiction & Fantasy > Fantasy,Kugane Maruyama,316397598,,"Yen On (May 23, 2017)",English,6 x 1.2 x 8.8 inches,1.1 pounds,4.7 out of 5 stars
"Harry Potter Golden Snitch Sticker Kit (Miniature Editions) Accessory with book – September 26, 2006",$5.89 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Running Press,076242821X,,"Running Press Miniature Editions; Act Csm St edition (September 26, 2006)",English,3 x 2 x 3.5 inches,2.9 ounces,4.4 out of 5 stars
"Kindred: A Graphic Novel Adaptation Hardcover – January 10, 2017",$16.96 ,Books > Literature & Fiction > United States,Damian DuffyOctavia E. ButlerJohn Jennings,141970947X,,"Abrams ComicArts (January 10, 2017)",English,7 x 0.9 x 9.9 inches,2.5 pounds,4.4 out of 5 stars
"Persuader (Jack Reacher) Mass Market Paperback – May 19, 2009",$8.49 ,Books > Literature & Fiction > Action & Adventure,Lee Child,440245982,496 pages,"Dell (May 19, 2009)",English,4.3 x 1.2 x 7.5 inches,8.8 ounces,4.4 out of 5 stars
"The Secret Child: A gripping novel of family secrets that will leave you in tears Paperback – November 27, 2017",$9.89 ,Books > Literature & Fiction > Women's Fiction,Kerry Fisher,1786813084,346 pages,"Bookouture (November 27, 2017)",English,5.1 x 0.8 x 7.8 inches,14.1 ounces,4.6 out of 5 stars
"Instinct (previously published as Murder Games) Paperback – February 20, 2018",$10.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1478945184,368 pages,"Grand Central Publishing; Reprint edition (February 20, 2018)",English,5.2 x 1 x 8 inches,9.9 ounces,4.3 out of 5 stars
"The Other Lady Vanishes Hardcover – May 8, 2018",$18.88 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Amanda Quick,039958532X,,"Berkley (May 8, 2018)",English,6 x 0.9 x 9 inches,1.3 pounds,
"Tripwire (Jack Reacher) Mass Market Paperback – May 29, 2007",$8.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143073,608 pages,"Berkley; Reprint edition (May 29, 2007)",English,4.3 x 1.2 x 7.6 inches,12.8 ounces,4.4 out of 5 stars
"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1) Paperback – April 5, 2013",$10.79 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",A.G. Riddle,1940026016,464 pages,"Riddle Inc. (April 5, 2013)",English,6 x 1.1 x 9 inches,1.7 pounds,4.1 out of 5 stars
"Edge of Darkness (The Cincinnati Series) Mass Market Paperback – February 6, 2018",$6.58 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Rose,399583084,640 pages,"Berkley (February 6, 2018)",English,4.2 x 1.3 x 6.8 inches,10.1 ounces,4.9 out of 5 stars
"Homesick for Another World: Stories Paperback – December 5, 2017",$11.00 ,Books > Literature & Fiction > Short Stories & Anthologies,Ottessa Moshfegh,399562907,304 pages,"Penguin Books; Reprint edition (December 5, 2017)",English,5.1 x 0.8 x 7.7 inches,7.7 ounces,3.7 out of 5 stars
"You: A Novel Paperback – June 16, 2015",$12.80 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Caroline Kepnes,1476785600,448 pages,"Atria/Emily Bestler Books; Reprint edition (June 16, 2015)",English,5.3 x 1.2 x 8.2 inches,12.8 ounces,4.1 out of 5 stars
"Promise Not to Tell Hardcover – January 2, 2018",$17.70 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jayne Ann Krentz,399585273,,"Berkley (January 2, 2018)",English,6.3 x 1.1 x 9.3 inches,1.2 pounds,4.6 out of 5 stars
"The Terror Paperback – March 6, 2018",$12.29 ,Books > Literature & Fiction > Genre Fiction,Dan Simmons,316486094,784 pages,"Back Bay Books; Media Tie In edition (March 6, 2018)",English,5.5 x 1.4 x 8.2 inches,1.4 pounds,4.1 out of 5 stars
"The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure Mass Market Paperback – October 8, 2007",$7.22 ,Books > Literature & Fiction > Genre Fiction,William Goldman,156035219,512 pages,"Harcourt; Reprint edition (October 8, 2007)",English,4.2 x 1.3 x 6.9 inches,8.8 ounces,4.7 out of 5 stars
"The World Only Spins Forward: The Ascent of Angels in America Hardcover – February 13, 2018",$19.49 ,Books > Arts & Photography > Performing Arts,Isaac ButlerDan Kois,1635571766,,"Bloomsbury USA (February 13, 2018)",English,6.4 x 1.6 x 9.6 inches,1.7 pounds,4.8 out of 5 stars
"Shantaram: A Novel Paperback – September 29, 2005",$12.23 ,Books > Literature & Fiction > Action & Adventure,Gregory David Roberts,312330537,944 pages,"St. Martin's Griffin; Reprint edition (October 1, 2005)",English,5.5 x 1.6 x 8.2 inches,1.6 pounds,4.6 out of 5 stars
"The Gate Keeper: An Inspector Ian Rutledge Mystery (Inspector Ian Rutledge Mysteries) Hardcover – February 6, 2018",$17.70 ,"Books > Mystery, Thriller & Suspense > Mystery",Charles Todd,006267871X,,"William Morrow (February 6, 2018)",English,6 x 1 x 9 inches,1 pounds,4.7 out of 5 stars
"Morning Star: Book 3 of the Red Rising Saga (Red Rising Series) Paperback – September 27, 2016",$10.75 ,Books > Literature & Fiction > Action & Adventure,Pierce Brown,345539869,544 pages,"Del Rey; Reprint edition (September 27, 2016)",English,5.5 x 1.1 x 8.2 inches,13.6 ounces,4.8 out of 5 stars
"The Rules of Magic: A Novel (The Practical Magic Series) Hardcover – October 10, 2017",$17.40 ,Books > Literature & Fiction > Genre Fiction,Alice Hoffman,1501137476,,"Simon & Schuster; First Edition edition (October 10, 2017)",English,6.2 x 1.1 x 9.2 inches,1.3 pounds,4.3 out of 5 stars
"The Knowledge: A Richard Jury Mystery (Richard Jury Mysteries) Hardcover – April 3, 2018",$17.10 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Martha Grimes,802128017,,"Atlantic Monthly Press (April 3, 2018)",English,6 x 1.4 x 9.2 inches,1.2 pounds,
"The Power of Myth Paperback – June 1, 1991",$12.25 ,Books > Literature & Fiction > History & Criticism,Joseph Campbell,385418868,293 pages,"Anchor (June 1, 1991)",English,5.2 x 0.7 x 8 inches,6.4 ounces,4.5 out of 5 stars
"On the Road Paperback – Deckle Edge, June 1, 1999",$10.88 ,Books > Literature & Fiction > History & Criticism,Jack Kerouac,140283293,293 pages,"Penguin Books (June 1, 1999)",English,5.6 x 0.8 x 8.4 inches,11.8 ounces,3.9 out of 5 stars
"Jurassic Park: A Novel Mass Market Paperback – September 25, 2012",$8.79 ,Books > Literature & Fiction > Action & Adventure,Michael Crichton,345538986,464 pages,"Ballantine Books (September 25, 2012)",English,4.2 x 1.1 x 7.5 inches,8.8 ounces,4.6 out of 5 stars
"To Be Where You Are (A Mitford Novel) Hardcover – September 19, 2017",$16.64 ,Books > Literature & Fiction > Genre Fiction,Jan Karon,399183736,,"G.P. Putnam's Sons; First Edition edition (September 19, 2017)",English,6.3 x 1.4 x 9.3 inches,1.5 pounds,4.7 out of 5 stars
"Dark Force Rising (Star Wars: The Thrawn Trilogy, Vol. 2) Mass Market Paperback – February 1, 1993",$7.99 ,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553560719,439 pages,"Bantam Spectra Books (February 1, 1993)",English,4.2 x 1.2 x 6.9 inches,7.2 ounces,4.6 out of 5 stars
"The Gender Game 6: The Gender Plan (Volume 6) Paperback – May 10, 2017",$14.99 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1544936761,408 pages,"CreateSpace Independent Publishing Platform (May 10, 2017)",English,6 x 1 x 9 inches,1.5 pounds,4.5 out of 5 stars
"The Magician King: A Novel (Magicians Trilogy) Paperback – May 29, 2012",$12.80 ,Books > Science Fiction & Fantasy > Fantasy,Lev Grossman,452298016,432 pages,"Penguin Books; Reprint edition (May 29, 2012)",English,5.5 x 0.9 x 8.4 inches,12.6 ounces,4.3 out of 5 stars
"Shift (Silo Trilogy) Paperback – March 22, 2016",$9.48 ,Books > Science Fiction & Fantasy > Science Fiction,Hugh Howey,544839641,576 pages,"John Joseph Adams/Mariner Books; Reprint edition (March 22, 2016)",English,5.3 x 1.4 x 8 inches,15.5 ounces,4.5 out of 5 stars
"Every Heart a Doorway (Wayward Children) Hardcover – April 5, 2016",$10.34 ,Books > Literature & Fiction > Genre Fiction,Seanan McGuire,765385503,,"Tor.com; First Edition edition (April 5, 2016)",English,5.8 x 0.7 x 8.5 inches,9.6 ounces,4.2 out of 5 stars
"The Blind Assassin: A Novel Paperback – August 28, 2001",$10.83 ,"Books > Crafts, Hobbies & Home > Gardening & Landscape Design",Margaret Atwood,385720955,521 pages,"Anchor (August 28, 2001)",English,5.2 x 0.9 x 8 inches,14.1 ounces,4.0 out of 5 stars
"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2) Paperback – November 18, 2013",$12.39 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",A.G. Riddle,1940026032,432 pages,"Riddle Inc.; 1 edition (November 18, 2013)",English,6 x 1.1 x 9 inches,1.6 pounds,4.3 out of 5 stars
"The Player of Games (Culture) Paperback – March 26, 2008",$13.04 ,Books > Science Fiction & Fantasy > Science Fiction,Iain M. Banks,316005401,416 pages,"Orbit; Reprint edition (March 26, 2008)",English,5.5 x 1 x 8.2 inches,13.6 ounces,4.5 out of 5 stars
"Stars of Fortune (Guardians Trilogy) Paperback – Deckle Edge, November 3, 2015",$10.52 ,Books > Literature & Fiction > United States,Nora Roberts,425280101,336 pages,"Berkley (November 3, 2015)",English,5.6 x 0.7 x 8.2 inches,9.6 ounces,4.5 out of 5 stars
"The Tombs of Atuan (The Earthsea Cycle, Book 2) Mass Market Paperback – September 1, 2001",$7.48 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Ursula K. Le Guin,689845367,192 pages,"Aladdin Paperbacks; Reprint edition (September 1, 2001)",English,4.2 x 0.6 x 7 inches,3.4 ounces,4.5 out of 5 stars
"The Social Affair: A Novel Paperback – January 17, 2018",$11.69 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Britney King,1979057451,266 pages,"CreateSpace Independent Publishing Platform (January 17, 2018)",English,5.5 x 0.7 x 8.5 inches,14.4 ounces,4.6 out of 5 stars
"A Death in Live Oak: A Jack Swyteck Novel Hardcover – February 6, 2018",$18.29 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Grippando,62657801,,"Harper (February 6, 2018)",English,6 x 1.2 x 9 inches,1.3 pounds,4.7 out of 5 stars
"The Throne of Caesar: A Novel of Ancient Rome (Novels of Ancient Rome) Hardcover – February 20, 2018",$18.29 ,Books > Literature & Fiction > Genre Fiction,Steven Saylor,1250087120,,"Minotaur Books (February 20, 2018)",English,6.4 x 1.3 x 9.6 inches,1.3 pounds,4.4 out of 5 stars
"The Art of Hearing Heartbeats Paperback – January 31, 2012",$10.84 ,Books > Literature & Fiction > Genre Fiction,Jan-Philipp Sendker,1590514637,352 pages,"Other Press (January 31, 2012)",English,5.5 x 1 x 8.2 inches,10.4 ounces,4.5 out of 5 stars
"Everything We Keep: A Novel (The Everything Series) Paperback – August 1, 2016",$4.99 ,Books > Literature & Fiction > Genre Fiction,Kerry Lonsdale,1503935310,304 pages,"Lake Union Publishing (August 1, 2016)",English,5.5 x 1 x 8.2 inches,8.8 ounces,4.2 out of 5 stars
"The Big Sleep (A Philip Marlowe Novel) Paperback – July 12, 1988",$13.45 ,"Books > Mystery, Thriller & Suspense > Mystery",Raymond Chandler,394758285,231 pages,"Vintage Crime/Black Lizard; Reprint edition (July 12, 1988)",English,5.2 x 0.6 x 8 inches,8.8 ounces,4.2 out of 5 stars
"Transfer of Power (A Mitch Rapp Novel) Mass Market Paperback – December 28, 2010",$7.29 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1439197032,672 pages,"Pocket Star; Reprint edition (December 28, 2010)",English,4.1 x 1.4 x 7.5 inches,14.4 ounces,4.7 out of 5 stars
"Dead Eye (Gray Man) Paperback – December 3, 2013",$13.20 ,Books > Literature & Fiction > Action & Adventure,Mark Greaney,425269051,496 pages,"Berkley; A Gray Man Novel edition (December 3, 2013)",English,5.2 x 1 x 8 inches,12.6 ounces,4.6 out of 5 stars
"The Haunting of Hill House (Penguin Classics) Paperback – November 28, 2006",$10.87 ,Books > Literature & Fiction > Genre Fiction,Shirley Jackson,143039989,208 pages,"Penguin Classics; 1 edition (November 28, 2006)",English,5.1 x 0.6 x 7.7 inches,5.6 ounces,3.9 out of 5 stars
"Use of Force: A Thriller (The Scot Harvath Series) Hardcover – June 27, 2017",$15.39 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Brad Thor,147678938X,,"Atria/Emily Bestler Books; 1st Edition edition (June 27, 2017)",English,6.1 x 1.2 x 9.2 inches,1.2 pounds,4.5 out of 5 stars
"End of Watch: A Novel (The Bill Hodges Trilogy) Mass Market Paperback – March 28, 2017",$8.23 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501134132,496 pages,"Pocket Books; Reprint edition (March 28, 2017)",English,4.1 x 1 x 7.5 inches,12.6 ounces,4.5 out of 5 stars
"The Dark Tower I: The Gunslinger Paperback – May 3, 2016",$10.87 ,Books > Literature & Fiction > Genre Fiction,Stephen King,1501143514,288 pages,"Scribner; Reprint edition (May 3, 2016)",English,5.5 x 0.7 x 8.4 inches,0.3 ounces,4.3 out of 5 stars
"Love in the Time of Cholera (Oprah's Book Club) Paperback – October 5, 2007",$10.78 ,Books > Literature & Fiction > World Literature,Gabriel Garcia Marquez,307389731,368 pages,"Vintage; Reprint edition (October 5, 2007)",English,5.2 x 0.8 x 8 inches,9.6 ounces,4.0 out of 5 stars
"The Rent Collector Paperback – October 1, 2013",$10.63 ,Books > Literature & Fiction > Genre Fiction,Camron Wright,1609077059,288 pages,"Shadow Mountain; Reprint edition (October 1, 2013)",English,6 x 0.8 x 9 inches,11.2 ounces,4.7 out of 5 stars
"The Fellowship of the Ring: Being the First Part of The Lord of the Rings Paperback – September 18, 2012",$11.79 ,Books > Literature & Fiction > Genre Fiction,J.R.R. Tolkien,547928211,432 pages,"Mariner Books; Reissue edition (September 18, 2012)",English,5.5 x 1 x 8.2 inches,15.2 ounces,4.7 out of 5 stars
"The Darkest Child Paperback – Special Edition, January 30, 2018",$9.88 ,Books > Literature & Fiction > United States,Delores Phillips,1616958723,432 pages,"Soho Press; Special edition (January 30, 2018)",English,5.5 x 1.1 x 8.3 inches,14.9 ounces,4.5 out of 5 stars
"The Cutting Edge (A Lincoln Rhyme Novel) Hardcover – April 10, 2018",$18.30 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jeffery Deaver,1455536423,,"Grand Central Publishing (April 10, 2018)",English,6.5 x 1.4 x 9.2 inches,1.4 pounds,
"A Streetcar Named Desire (New Directions Paperbook) Paperback – September, 2004",$8.43 ,Books > Literature & Fiction > History & Criticism,Tennessee Williams,9.78081E+12,224 pages,New Directions; unknown edition (September 2004),English,5.2 x 0.6 x 8 inches,7.8 ounces,4.6 out of 5 stars
"Blood Communion: A Tale of Prince Lestat Hardcover – Deckle Edge, October 2, 2018",$25.16 ,Books > Literature & Fiction > Genre Fiction,Anne Rice,1524732648,,"Knopf (October 2, 2018)",English,6.2 x 0.7 x 9.2 inches,1.2 pounds,
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script Hardcover – July 31, 2016",$10.00 ,Books > Children's Books > Science Fiction & Fantasy,J.K. RowlingJack ThorneJohn Tiffany,1338099132,,"Arthur A. Levine Books; Special Rehearsal Script ed. edition (July 31, 2016)",English,6.2 x 1.2 x 9.2 inches,1.2 pounds,3.8 out of 5 stars
"As Bright as Heaven Hardcover – February 6, 2018",$17.10 ,Books > Literature & Fiction > Genre Fiction,Susan Meissner,399585966,,"Berkley (February 6, 2018)",English,6.2 x 1.3 x 9.3 inches,1.3 pounds,4.6 out of 5 stars
"Bad Feminist: Essays Paperback – August 5, 2014",$13.79 ,Books > Literature & Fiction > History & Criticism,Roxane Gay,62282719,336 pages,"Harper Perennial; 1 edition (August 5, 2014)",English,5.3 x 0.8 x 8 inches,8.5 ounces,4.2 out of 5 stars
"Fatherland: A Novel Paperback – September 5, 2006",$13.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Harris,812977211,352 pages,"Random House Trade Paperbacks; 2007 or Later Printing edition (September 5, 2006)",English,5.2 x 0.7 x 8 inches,9.1 ounces,4.3 out of 5 stars
"Cryptonomicon Paperback – May 3, 2000",$11.59 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Neal Stephenson,380788624,928 pages,"William Morrow Paperbacks (May 3, 2000)",English,5.3 x 1.5 x 8 inches,1.6 pounds,4.3 out of 5 stars
"Kingdom Come Paperback – September 30, 2008",$16.38 ,Books > Comics & Graphic Novels > Graphic Novels,Mark WaidAlex Ross,1401220347,232 pages,"DC Comics; 3rd printing edition (September 30, 2008)",English,6.6 x 0.4 x 10.2 inches,14.1 ounces,4.7 out of 5 stars
"Batman Vol. 2: I Am Suicide (Rebirth) Paperback – April 18, 2017",$13.42 ,Books > Comics & Graphic Novels > Graphic Novels,Tom King,1401268544,168 pages,"DC Comics (April 18, 2017)",English,6.6 x 0.3 x 10.2 inches,10.6 ounces,4.0 out of 5 stars
"Men Without Women: Stories Hardcover – May 9, 2017",$15.41 ,Books > Literature & Fiction > Short Stories & Anthologies,Haruki Murakami,451494628,,"Knopf; First American Edition edition (May 9, 2017)",English,5.3 x 0.9 x 8.3 inches,12 ounces,4.3 out of 5 stars
"Dust (Silo Trilogy) (Volume 3) Paperback – March 22, 2016",$10.00 ,Books > Science Fiction & Fantasy > Science Fiction,Hugh Howey,544838262,480 pages,"John Joseph Adams/Mariner Books; Reprint edition (March 22, 2016)",English,5.3 x 1.2 x 8 inches,2.1 pounds,4.7 out of 5 stars
"The Alloy of Law: A Mistborn Novel Mass Market Paperback – October 30, 2012",$8.99 ,Books > Literature & Fiction > Action & Adventure,Brandon Sanderson,765368544,416 pages,"Tor Fantasy; Reprint edition (October 30, 2012)",English,4.2 x 1.1 x 6.8 inches,7 ounces,4.5 out of 5 stars
"DC Meets Looney Tunes Paperback – February 20, 2018",$13.38 ,Books > Comics & Graphic Novels > Graphic Novels,Tom King,1401277578,248 pages,"DC Comics (February 20, 2018)",English,6.7 x 0.4 x 10.2 inches,15 ounces,5.0 out of 5 stars
"All Systems Red: The Murderbot Diaries Paperback – May 2, 2017",$9.48 ,Books > Science Fiction & Fantasy > Science Fiction,Martha Wells,765397536,160 pages,"Tor.com (May 2, 2017)",English,5 x 0.4 x 8 inches,3.2 ounces,4.7 out of 5 stars
"Surrender, New York: A Novel Paperback – May 30, 2017",$12.19 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Caleb Carr,399591559,608 pages,"Random House Trade Paperbacks; Reprint edition (May 30, 2017)",English,5.2 x 1.2 x 8 inches,13.6 ounces,3.0 out of 5 stars
"The Cold Dish: A Longmire Mystery Paperback – May 30, 2012",$12.80 ,Books > Literature & Fiction > Genre Fiction,Craig Johnson,143123173,400 pages,"Penguin Books; Reprint edition (May 30, 2012)",English,5.1 x 0.7 x 7.7 inches,11.2 ounces,4.5 out of 5 stars
"Room Paperback – May 18, 2011",$11.34 ,Books > Literature & Fiction > Genre Fiction,Emma Donoghue,316098329,352 pages,"Back Bay Books; Reprint edition (May 18, 2011)",English,5.5 x 0.9 x 8.2 inches,12 ounces,4.4 out of 5 stars
"Robert B. Parker's Old Black Magic (Spenser) Hardcover – May 1, 2018",$24.30 ,"Books > Mystery, Thriller & Suspense > Mystery",Ace Atkins,399177019,,"G.P. Putnam's Sons (May 1, 2018)",English,6 x 1 x 9 inches,1.2 pounds,
"Beyond Control (The Texas Trilogy) Mass Market Paperback – May 29, 2018",$7.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Kat Martin,1420143190,368 pages,"Zebra (May 29, 2018)",English,,6.1 ounces,
"The Widows of Malabar Hill (A Mystery of 1920s Bombay) Hardcover – January 9, 2018",$17.67 ,"Books > Mystery, Thriller & Suspense > Mystery",Sujata Massey,1616957786,,"Soho Crime (January 9, 2018)",English,5.8 x 1.3 x 8.5 inches,1.2 pounds,4.4 out of 5 stars
"King Zeno: A Novel Hardcover – January 9, 2018",$18.30 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nathaniel Rich,374181314,,"MCD; First Edition edition (January 9, 2018)",English,6 x 1.3 x 8.4 inches,1.1 pounds,3.9 out of 5 stars
"The Green Ember (The Green Ember Series: Book 1) Paperback – December 12, 2014",$13.46 ,Books > Christian Books & Bibles > Literature & Fiction,S. D. Smith,986223506,368 pages,"Story Warren Books (December 12, 2014)",English,7.9 x 5.1 x 1 inches,13.6 ounces,4.8 out of 5 stars
"The Graveyard Book Paperback – September 28, 2010",$8.99 ,Books > Literature & Fiction > Genre Fiction,Neil Gaiman,60530944,352 pages,"HarperCollins; Reprint edition (August 1, 2010)",English,5.2 x 0.8 x 7.5 inches,10.6 ounces,4.7 out of 5 stars
"Blood Meridian: Or the Evening Redness in the West Paperback – May 5, 1992",$9.98 ,Books > Literature & Fiction > Genre Fiction,Cormac McCarthy,679728759,368 pages,"Vintage (May 5, 1992)",English,5.2 x 0.7 x 8 inches,8.8 ounces,4.1 out of 5 stars
"The Rub of Time: Bellow, Nabokov, Hitchens, Travolta, Trump: Essays and Reportage, 1994-2017 Hardcover – Deckle Edge, February 6, 2018",$18.87 ,Books > Literature & Fiction > History & Criticism,Martin Amis,1400044537,,"Knopf (February 6, 2018)",English,6.6 x 1.4 x 9.5 inches,1.5 pounds,4.6 out of 5 stars
"Mythology: Timeless Tales of Gods and Heroes, 75th Anniversary Illustrated Edition Hardcover – Illustrated, September 26, 2017",$18.26 ,Books > Literature & Fiction > History & Criticism,Edith Hamilton,316438529,,"Black Dog & Leventhal; Deluxe, Illustrated, Anniversary edition (September 26, 2017)",English,7.4 x 1.8 x 9.6 inches,2.8 pounds,4.4 out of 5 stars
"Beach Bliss Paperback – March 3, 2018",$17.09 ,Books > Literature & Fiction > Women's Fiction,Joanne DeMaio,1984227114,370 pages,"CreateSpace Independent Publishing Platform; 1st edition (March 3, 2018)",English,5.2 x 0.9 x 8 inches,1.1 pounds,5.0 out of 5 stars
"No Middle Name: The Complete Collected Jack Reacher Short Stories Paperback – January 2, 2018",$7.79 ,Books > Literature & Fiction > Action & Adventure,Lee Child,399593594,512 pages,"Dell; Reprint edition (January 2, 2018)",English,4.2 x 1.3 x 7.5 inches,9.4 ounces,4.3 out of 5 stars
