Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
Out of the Silent Planet,$10.48 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,C.S. Lewis,3234900,160,Scribner,English,203.20 x 5.25 x 7.62 Millimeters,,
The Dragon Reborn,$5.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robert Jordan,5334354,608,Tom Doherty AssociatesTor Books,English,9.22 x 6.18 x 1.11 Inches (US),,
Icebound,$10.19 ,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 23889 >  > in > Books > # > 290 >  > in > Books > Mystery & Suspense > # > 114 >  > in > Books > Mystery & Suspense > Thrillers,"Koontz, Dean R.",553336X,408,Random House,English,7.75 x 4.75 x 1.00 Inches,,
Lady of Misrule,$13.95 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,"Pratt, T. a.",692426655,236,Merry Blacksmith Press,English,6.00 x 0.50 x 9.00 Inches,,
Needful Things : A Novel,$9.74 ,Books > Literature & Fiction > Fiction > Horror,Stephen King,1143780,960,Pocket Books,English,190.50 x 104.78 x 40.64 Millimeters,,
Macbeth,$5.01 ,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 6658 >  > in > Books > # > 579 >  > in > Books > Literature & Fiction > # > 8 >  > in > Books > Literature & Fiction > Christian Fiction,William Shakespeare,347710X,304,Simon &amp; Schuster,English,6.75 x 4.19 x 22.86 Inches (US),,
One Year After,$10.85 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",William R. Forstchen,765376725,304,Tom Doherty AssociatesForge Books,,235.71 x 6.16 x 20.95 Millimeters,,
Bedeviled Eggs,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy > Best seller ranking: > # > 64677 >  > in > Books > # > 893 >  > in > Books > Mystery & Suspense > # > 176 >  > in > Books > Mystery & Suspense > General",Laura Childs,5238231,336,BerkleyPenguin Publishing Group,English,,,5
The Black Unicorn,$7.87 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Brooks, Terry",533528X,320,Random House,English,6.75 x 4.25 x 0.75 Inches,,
Words of Radiance,$9.98 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7882 >  > in > Books > # > 706 >  > in > Books > Literature & Fiction > # > 63 >  > in > Books > Literature & Fiction > Fantasy,Brandon Sanderson,5365288,1328,Tom Doherty AssociatesTor Fantasy,English,6.75 x 106.93 x 2.13 Inches (US),,
The Weird : A Compendium of Strange and Dark Stories,$27.42 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Collections & Anthologies,"Vandermeer, AnnVanDermeer, Jeff",5333628,1152,Tom Doherty AssociatesTor Books,English,9.15 x 7.53 x 2.06 Inches (US),,
Certain Prey,$9.72 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","SANDFORD, JOHN",5274311,416,Penguin Group USA,English,7.50 x 4.75 x 1.00 Inches,,
The Rooster Bar (Hardcover),$15.28 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",John Grisham,385541171,368,Bantam Dell,English,9.25 x 6.12 x 1.06 Inches,,
"LAZARUS WAR: ARTEFACT, THE",$8.86 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Jamie Sawyer,6386377,544,Orbit,English,7.50 x 4.25 x 1.25 Inches (US),,
The Cat Who Smelled a Rat,$7.93 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy > Best seller ranking: > # > 42101 >  > in > Books > # > 558 >  > in > Books > Mystery & Suspense > # > 106 >  > in > Books > Mystery & Suspense > General",Lilian Jackson Braun,5132264,304,BerkleyPenguin Publishing Group,English,,,
"SNOWMAN (MOVIE TIE-IN), THE",$5.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","NESBO, JO",525435921,528,Random House,English,7.50 x 4.50 x 2.00 Inches,,
Who Fears Death,$19.96 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Nnedi Okorafor,075640617X,400,DAW,English,9.31 x 6.38 x 1.36 Inches (US),,
"Zombie, Ohio",$12.27 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Kenemore, Scott",1616082062,240,Two Rivers Distribution,English,8.25 x 5.25 x 1.00 Inches,,
The Bazaar of Bad Dreams: Stories,$18.79 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 326 >  > in > Books > # > 27 >  > in > Books > Literature & Fiction > # > 4 >  > in > Books > Literature & Fiction > General",Stephen King,1111675,512,Scribner,English,9.25 x 155.57 x 48.26 Inches (US),,
Full Tilt,$8.99 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Evanovich, JanetHughes, Charlotte",29449,342,St Martins Pr,English,6.75 x 4.00 x 1.25 Inches,,
A Crown Imperiled,$6.17 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Feist, Raymond E.",1468423,407,HarperCollins,English,7.00 x 4.00 x 1.00 Inches,,
The Host,$15.07 ,Books > Literature & Fiction > Fiction > General,Stephenie Meyer,6068043,624,"Little, Brown and Company",English,9.50 x 6.38 x 1.88 Inches (US),,4.7398
"Affliction : An Anita Blake, Vampire Hunter Novel",$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal > Best seller ranking: > # > 6086 >  > in > Books > # > 511 >  > in > Books > Literature & Fiction > # > 41 >  > in > Books > Literature & Fiction > Fantasy,Laurell K. Hamilton,051515427X,624,BerkleyPenguin Publishing Group,English,6.75 x 4.13 x 1.32 Inches (US),,
Hunting Eve,$6.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Johansen, Iris",34349,375,St Martins Pr,English,6.75 x 4.25 x 1.25 Inches,,5
Cat & Mouse (Alex Cross),$7.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 9377 >  > in > Books > # > 127 >  > in > Books > General",James Patterson,6606187,480,Grand Central Pub Mass Market,English,7.00 x 4.00 x 1.00 Inches,,
Half Broke Horses,$21.97 ,Books > Literature & Fiction > Fiction > General,Jeannette Walls,6586281,288,Scribner,English,228.60 x 6.00 x 25.40 Millimeters,,4.8333
KILL ALEX CROSS,$9.52 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 3430 >  > in > Books > # > 19 >  > in > Books > Mystery & Suspense > # > 10 >  > in > Books > Mystery & Suspense > Thrillers",James Patterson,145551019X,400,VisionGrand Central Publishing,English,7.62 x 4.25 x 1.12 Inches (US),,5
"You're Being Summoned, Darkness",$11.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Natsume Akatsuki,316468738,192,Yen PressYen On,English,,,
"In a Dark, Dark Wood",$10.87 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Ware, Ruth",4139913,467,Christian Large Print,,5.25 x 8.25 x 1.00 Inches,,
The Lightning Stones,$8.99 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Du Brul, Jack B.",7454793,451,Random House,English,7.50 x 4.25 x 1.00 Inches,,
Split Infinity,$7.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Anthony, Piers",5354915,354,Random House,English,6.75 x 4.00 x 1.00 Inches,,
Finding Gideon,$16.93 ,Books > Literature & Fiction > Fiction > Romance > Action & Adventure,Eric Jerome Dickey,1985495,384,DuttonPenguin Publishing Group,,9.25 x 6.19 x 1.31 Inches (US),,
An Echo in the Bone (Outlander Volume 7) (Mass Market Paperback),$9.35 ,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 289 >  > in > Books > # > 22 >  > in > Books > Literature & Fiction > # > 3 >  > in > Books > Literature & Fiction > General,Diana Gabaldon,245684,1200,Bantam Dell,English,7.00 x 4.25 x 2.00 Inches,,5
The Final Day,$8.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",William R. Forstchen,537673X,352,Tom Doherty AssociatesForge Books,English,9.41 x 6.31 x 1.19 Inches (US),,
Calendar Girl,$9.98 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 3779 >  > in > Books > # > 181 >  > in > Books > ARCHIVE > # > 3 >  > in > Books > ARCHIVE > Romance,"Carlan, Audrey",1943893055,397,Ingram Pub Services,,,,
Dead in the Family,$5.99 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 6788 >  > in > Books > # > 600 >  > in > Books > Literature & Fiction > # > 48 >  > in > Books > Literature & Fiction > Fantasy,Charlaine Harris,1020159,368,AcePenguin Publishing Group,English,6.78 x 4.19 x 1.00 Inches (US),,4.875
Riddle-Master,$11.58 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"McKillip, Patricia A.",1005963,578,Penguin Group USA,English,6.00 x 9.25 x 1.50 Inches,,
Sage's Eyes,$7.19 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 14393 >  > in > Books > # > 722 >  > in > Books > ARCHIVE > # > 69 >  > in > Books > ARCHIVE > Literature & Fiction,"Andrews, V. C.",1451650914,390,Pocket Books,,,,5
The Midnight Line,$24.88 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Child, Lee",525501053,0,Random House,English,6.00 x 5.25 x 1.00 Inches,,
The Hunted,$6.99 ,Books > Literature & Fiction > Fiction > Westerns,Matthew P. MayoRalph Compton,1418634,304,BerkleyPenguin Publishing Group,English,,,
White Houses,$17.70 ,Books > Literature & Fiction > Fiction > Literary,"Bloom, Amy",081299566X,218,Random House Inc,English,9.50 x 6.25 x 1.00 Inches,,
Undead and Unpopular : A Queen Betsy Novel,$7.74 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,"Davidson, MaryJanice",521599X,304,Berkley Pub Group,English,6.75 x 4.25 x 0.75 Inches,,5
A Fistful of Charms,$36.16 ,Books > Literature & Fiction > Fiction > Horror,"Gavin, Marguerite",104740,,Tantor Media Inc,,,,
A Memory Of Light: Book 14 of the Wheel of Time (Paperback),$19.05 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Jordan, Robert, Sanderson, Brandon",035650395X,,"Little, Brown Book Group",,,,
Is It Wrong to Try to Pick Up Girls in a Dungeon? 6,$11.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,6394168,272,Yen PressYen On,English,,,
The Perfect Nanny : A Novel,$11.00 ,Books > Women's History Month Books > Women's History Month Fiction,Leila Slimani,143132172,240,Penguin BooksPenguin Publishing Group,English,,,
All Spell Breaks Loose,$6.89 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Lisa Shearin,700771X,304,AcePenguin Publishing Group,English,,,
1984,$11.14 ,Books > Literature & Fiction > Fiction > Classics,"Orwell, George",881030368,328,Turtleback Books,English,4.30 x 1.20 x 7.40 Inches,,
Turbo Twenty-Three: A Stephanie Plum Novel,$14.62 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 18494 >  > in > Books > # > 955 >  > in > Books > ARCHIVE > # > 90 >  > in > Books > ARCHIVE > Literature & Fiction","Evanovich, Janet",5543006,288,Random House Inc,English,10.00 x 7.00 x 1.00 Inches,,5
House of Leaves,$15.19 ,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 2810 >  > in > Books > # > 215 >  > in > Books > Literature & Fiction > # > 17 >  > in > Books > Literature & Fiction > Literary,"Danielewski, Mark Z.",5703763,736,Random House Inc,English,9.25 x 7.00 x 1.25 Inches,,4.75
Devoted in Death,$6.79 ,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 9914 >  > in > Books > # > 484 >  > in > Books > ARCHIVE > # > 43 >  > in > Books > ARCHIVE > Literature & Fiction,J. D. Robb,5279147,352,BerkleyPenguin Publishing Group,English,,,5
LORDS OF THE SITH: STAR WARS,$9.28 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 8625 >  > in > Books > # > 411 >  > in > Books > ARCHIVE > # > 37 >  > in > Books > ARCHIVE > Literature & Fiction,"KEMP, PAUL S.",034551145X,368,Random House,English,7.75 x 4.25 x 1.25 Inches,,
INDELIBLE,$6.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural","SLAUGHTER, KARIN",2385427,512,HarperCollins,English,7.75 x 4.00 x 1.25 Inches,,
"BONE TREE, THE",$4.99 ,Books > Literature & Fiction > Fiction > Legal,"ILES, GREG",231112X,832,HarperCollins,English,8.00 x 5.25 x 1.75 Inches,,
Cat Sitter Among the Pigeons: A Dixie Hemingway Mystery,$18.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Blaize Clement,1250063094,272,St. Martin's PressMinotaur Books,,8.00 x 5.00 x 16.46 Inches (US),,
Ruin,$15.09 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,John Gwynne,638632X,800,Orbit,English,9.25 x 6.00 x 2.12 Inches (US),,
Gone,$11.76 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 4953 >  > in > Books > # > 400 >  > in > Books > Literature & Fiction > # > 82 >  > in > Books > Literature & Fiction > General",James PattersonMichael Ledwidge,5515843,416,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,
1636,$19.70 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Eric FlintCharles E. Gannon,1481482777,480,Baen,English,9.25 x 155.57 x 1.50 Inches (US),,
Blood of the Fold,$8.09 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Goodkind, Terry",2551475,623,Tor Books,English,6.50 x 4.00 x 1.75 Inches,,
The Last Unicorn,$13.45 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 7392 >  > in > Books > # > 664 >  > in > Books > Literature & Fiction > # > 59 >  > in > Books > Literature & Fiction > Fantasy,Peter S. Beagle,1450526,304,AcePenguin Publishing Group,English,,,5
Distress Signals,$9.40 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Howard, Catherine Ryan",1538450283,452,Blackstone Pub,English,7.50 x 4.25 x 1.00 Inches,,
The Old Blue Line,$3.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Jance, Judith A.",2366928,124,HarperCollins,English,6.75 x 4.25 x 0.50 Inches,,
Extinction Aftermath,$8.15 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Nicholas Sansbury Smith,316558206,432,Orbit,English,7.50 x 4.25 x 1.25 Inches (US),,
Love Me Not : DI Helen Grace 7,$12.79 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",M. J. Arlidge,1405925663,368,Penguin UK,,,,
River of Pain,$7.99 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Golden, Christopher",116272X,341,Random House,English,7.25 x 4.75 x 1.00 Inches,,
Always a Lawman,$5.07 ,Books > Literature & Fiction > Fiction > Westerns,"Fossen, Delores",1335721371,256,Harlequin Books,English,4.21 x 6.62 x 0.59 Inches,,
Dark Force Rising,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 9838 >  > in > Books > # > 914 >  > in > Books > Literature & Fiction > # > 58 >  > in > Books > Literature & Fiction > Science Fiction,"Zahn, Timothy",3560716,439,Random House,English,6.75 x 4.00 x 1.25 Inches,,
The Sleeping King,$7.60 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Bill FlippinCindy Dees,076533514X,496,Tom Doherty AssociatesTor Books,English,9.61 x 6.59 x 1.68 Inches (US),,
"Merry Christmas, Alex Cross",$7.86 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,5544958,320,Grand Central Publishing,English,,,5
Fahrenheit 451 (Flamingo Modern Classics) (Paperback),$15.01 ,Books > Literature & Fiction > Fiction > Classics,"Bradbury, Ray",6546064,,,,,,
An English Bride in Scotland,$6.98 ,Books > Literature & Fiction > Fiction > Romance > Historical,"Sands, Lynsay",1963115,375,HarperCollins,English,7.00 x 4.00 x 1.00 Inches,,5
Murder on the Orient Express: A Hercule Poirot Mystery,$4.63 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 8173 >  > in > Books > # > 67 >  > in > Books > Mystery & Suspense > # > 1 >  > in > Books > Mystery & Suspense > Traditional British",Agatha Christie,2073505,315,Harper Torch,English,7.00 x 4.25 x 1.00 Inches,,
A Dog's Purpose : A Novel for Humans,$6.98 ,Books > Literature & Fiction > Fiction > Family Life,W. Bruce Cameron,5388106,336,Tom Doherty AssociatesForge Books,English,190.25 x 4.18 x 23.37 Millimeters,,5
For One More Day,$10.25 ,Books > Literature & Fiction > Fiction > Family Life > Best seller ranking: > # > 4194 >  > in > Books > # > 323 >  > in > Books > Literature & Fiction > # > 25 >  > in > Books > Literature & Fiction > Literary,Mitch Albom,1309570,208,Hachette Books,English,,,5
Torn Between Two Lovers,$8.96 ,Books > Literature & Fiction > Fiction > African American,"Weber, Carl",825271X,281,Kensington Pub Corp,English,7.00 x 4.25 x 0.75 Inches,,
The Fate of the Tearling,$15.07 ,Books > Literature & Fiction > Fiction > Literary,"Johansen, Erika",229042X,478,HarperCollins,English,9.25 x 6.25 x 1.75 Inches,,
The Cartel 7: Illuminati,$9.39 ,Books > Literature & Fiction > Fiction > African American,Ashley &amp; JaQuavisJaQuavis Coleman,1250067006,304,St. Martin's PressSt. Martin's Griffin,,8.27 x 5.46 x 20.19 Inches (US),,
A Turn in the Road,$7.62 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,Debbie Macomber,778330419,384,Mira,English,0.19 x 6.63 x 0.94 Inches,,
I'M WATCHING YOU,$7.01 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","BURTON, MARY",6040803,448,Kensington Pub Corp,English,8.00 x 4.00 x 1.25 Inches,,
"Going, Going, Ganache",$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Jenn McKinlay,5252078,304,BerkleyPenguin Publishing Group,English,,,
Ice Cold,$9.32 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Medical","Gerritsen, Tess",1887380,435,Random House,English,7.50 x 4.25 x 1.00 Inches,,
New Mercies,$4.99 ,Books > Literature & Fiction > Fiction > Contemporary Women,Sandra Dallas,2336207,320,St. Martin's PressSt. Martin's Griffin,English,8.50 x 139.70 x 18.19 Inches (US),,
Wards of Faerie,$7.99 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Brooks, Terry",5523482,448,Random House,English,7.00 x 4.25 x 1.25 Inches,,
If I Live,$14.32 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Blackstock, Terri",310332540,331,Harpercollins Christian Pub,English,8.25 x 5.25 x 0.75 Inches,,
Father Brown: Collected Cases : Classic Radio Crime,$23.45 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",G K Chesterton,1785297112,1,BBC Books,English,5.50 x 5.50 x 1.00 Inches (US),,
Lost Boy : The True Story of Captain Hook,$8.87 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Christina Henry,399584021,304,BerkleyPenguin Publishing Group,,,,
HAVE YOU MET NORA? -- AA,$9.91 ,Books > Literature & Fiction > Fiction > Contemporary Women,"BLADES, NICOLE",1496704614,320,Kensington Pub Corp,English,8.25 x 5.50 x 1.00 Inches,,
Dark Tide Onslaught,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Stackpole, Michael A.",5428541,304,Random House,English,6.75 x 4.00 x 0.75 Inches,,
Rules of Civility : A Novel,$10.41 ,Books > Literature & Fiction > Fiction > Literary,Amor Towles,3121161,368,Penguin BooksPenguin Publishing Group,English,,,5
16th Seduction,$13.06 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",James Patterson,1455542660,384,Grand Central Publishing,English,8.00 x 5.25 x 1.00 Inches (US),,
"JOB: A FOX AND O'HARE NOVEL, THE",$7.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 7033 >  > in > Books > # > 53 >  > in > Books > Mystery & Suspense > # > 14 >  > in > Books > Mystery & Suspense > Women Sleuths","EVANOVICH, JANET",5543137,336,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Smokin' Seventeen,$7.54 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 3934 >  > in > Books > # > 24 >  > in > Books > Mystery & Suspense > # > 7 >  > in > Books > Mystery & Suspense > Women Sleuths",Janet Evanovich,5527707,336,Bantam Dell,English,7.00 x 4.25 x 1.00 Inches,,5
Heretics of Dune,$8.78 ,Books > Literature & Fiction > Fiction > Classics,Frank Herbert,1328001,480,AcePenguin Publishing Group,English,6.88 x 4.13 x 1.06 Inches (US),,5
The Dragon Reborn,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 9772 >  > in > Books > # > 907 >  > in > Books > Literature & Fiction > # > 77 >  > in > Books > Literature & Fiction > Fantasy,"Jordan, Robert",2513712,699,Tor Books,English,6.75 x 4.25 x 1.50 Inches,,5
Ramses the Damned,$9.26 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"Rice, AnneRice, Christopher",1101970324,400,Random House Inc,English,8.00 x 5.00 x 0.75 Inches,,
A Great Reckoning,$13.89 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Louise Penny,22113,400,St. Martin's PressMinotaur Books,,209.30 x 139.45 x 28.07 Millimeters,,
Feverborn,$7.19 ,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Moning, Karen Marie",246431,453,Random House,English,7.00 x 4.25 x 1.25 Inches,,
The Murder of Roger Ackroyd,$8.07 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 12691 >  > in > Books > # > 124 >  > in > Books > Mystery & Suspense > # > 2 >  > in > Books > Mystery & Suspense > Traditional British","Christie, Agatha",2073568,286,HarperCollins,English,8.50 x 5.50 x 1.00 Inches,,
Ice Run,$13.46 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Hard-Boiled",Steve Hamilton,125004250X,320,St. Martin's PressMinotaur Books,English,8.16 x 144.78 x 22.10 Inches (US),,
Trail of Evil,$8.91 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Travis S Taylor,6781402,528,Baen,English,6.75 x 104.78 x 1.10 Inches (US),,
Sabotaged,$8.46 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Pettrey, Dani",076421196X,325,Baker Pub Group,English,8.50 x 5.50 x 0.75 Inches,,5
Haven : A Bishop/Special Crimes Unit Novel,$7.83 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Kay Hooper,5153719,368,BerkleyPenguin Publishing Group,English,,,
Empire Games,$13.58 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Charles Stross,765337592,336,Tom Doherty AssociatesTor Books,English,8.25 x 139.70 x 23.62 Inches (US),,
"Murder, She Wrote: Nashville Noir",$7.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Donald BainJessica Fletcher,1232770,288,BerkleyPenguin Publishing Group,English,,,
Brooklyn,$7.99 ,Books > Literature & Fiction > Fiction > Literary,Colm Toibin,9138317,272,Scribner,English,8.44 x 5.62 x 25.40 Inches (US),,5
Edge of Darkness,$6.58 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Karen Rose,399583084,640,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.28 Inches (US),,
NEVER DARE A DRAGON,$5.42 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,"CHASE, ASHLYN",149264546X,352,Sourcebooks Inc,English,6.75 x 4.25 x 0.75 Inches,,
FIRST FAMILY,$10.18 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",David Baldacci,653974X,656,Grand Central Publishing,English,7.50 x 4.25 x 1.50 Inches (US),,
CHILL FACTOR: A NOVEL,$8.95 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 18674 >  > in > Books > # > 209 >  > in > Books > Mystery & Suspense > # > 23 >  > in > Books > Mystery & Suspense > Suspense",Sandra Brown,3466779,560,Pocket Books,English,190.50 x 104.78 x 1.20 Millimeters,,
The Magicians Trilogy Boxed Set : The Magicians; The Magician King; The Magician's Land,$33.45 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 4395 >  > in > Books > # > 335 >  > in > Books > Literature & Fiction > # > 33 >  > in > Books > Literature & Fiction > Fantasy,Lev Grossman,7517381,1280,Penguin BooksPenguin Publishing Group,English,8.70 x 5.70 x 3.10 Inches (US),,5
The Outsiders,$19.02 ,Books > Literature & Fiction > Fiction > General > Best seller ranking: > # > 42872 >  > in > Books > # > 79 >  > in > Books > Audiobooks > # > 9 >  > in > Books > Audiobooks > Children's Fiction,"Hinton, S. E.Fyfe, Jim",073933901X,,Listening Library,English,5.25 x 6.00 x 1.00 Inches,,5
Pulse,$15.53 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Felix Francis,399574735,384,Penguin Publishing GroupG.P. Putnam's Sons,English,9.38 x 6.25 x 1.25 Inches (US),,
Blood Fury : Black Dagger Legacy,$16.90 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,J.R. Ward,451475348,432,Ballantine BooksRandom House Publishing Group,English,9.00 x 6.00 x 1.09 Inches (US),,
